,year,h_a,hosp,prcd,waiting,comp,wait_med,wait_90,wait_median_d,wait_90_d
14217,2013/14,Fraser,Langley Memorial Hospital,All Procedures,1674,5172,6.9,30.6,48.300000000000004,214.20000000000002
14276,2013/14,Fraser,Pattison Outpatient Centre,All Procedures,1569,4015,4.6,21.4,32.199999999999996,149.79999999999998
14333,2013/14,Fraser,Peace Arch Hospital,All Procedures,1547,3131,8.4,30.6,58.800000000000004,214.20000000000002
14390,2013/14,Fraser,Ridge Meadows Hospital,All Procedures,1591,5937,6.1,22.1,42.699999999999996,154.70000000000002
14440,2013/14,Fraser,Royal Columbian Hospital,All Procedures,924,3068,3.3,17.0,23.099999999999998,119.0
14505,2013/14,Fraser,Surrey Memorial Hospital,All Procedures,4564,8464,9.9,33.9,69.3,237.29999999999998
14582,2013/14,Interior,100 Mile District General Hospital,All Procedures,16,29,22.3,41.2,156.1,288.40000000000003
14671,2013/14,Interior,Cariboo Memorial Hospital,All Procedures,86,1176,2.0,5.4,14.0,37.800000000000004
14706,2013/14,Interior,Creston Valley Hospital,All Procedures,10,84,3.9,10.4,27.3,72.8
14715,2013/14,Interior,East Kootenay Regional Hospital,All Procedures,925,3415,3.9,27.5,27.3,192.5
14775,2013/14,Interior,Elk Valley Hospital,All Procedures,51,128,6.1,18.3,42.699999999999996,128.1
14791,2013/14,Interior,Golden And District General Hospital,All Procedures,3,149,1.3,3.7,9.1,25.900000000000002
14807,2013/14,Interior,Kelowna General Hospital,All Procedures,3611,11061,6.4,25.1,44.800000000000004,175.70000000000002
14889,2013/14,Interior,Kootenay Boundary Regional Hospital,All Procedures,864,2654,7.1,48.4,49.699999999999996,338.8
14955,2013/14,Interior,Kootenay Lake Hospital,All Procedures,607,1337,5.3,33.5,37.1,234.5
14981,2013/14,Interior,Lillooet Hospital And Health Centre,All Procedures,10,26,11.4,29.6,79.8,207.20000000000002
14989,2013/14,Interior,Penticton Regional Hospital,All Procedures,843,3156,4.4,20.2,30.800000000000004,141.4
15046,2013/14,Interior,Pleasant Valley Health Centre,All Procedures,759,2042,3.9,18.0,27.3,126.0
15052,2013/14,Interior,Queen Victoria Hospital,All Procedures,47,163,5.1,17.7,35.699999999999996,123.89999999999999
15075,2013/14,Interior,Royal Inland Hospital,All Procedures,3432,8572,7.9,43.3,55.300000000000004,303.09999999999997
15152,2013/14,Interior,Shuswap Lake General Hospital,All Procedures,212,1112,5.9,17.1,41.300000000000004,119.70000000000002
15195,2013/14,Interior,Summerland Memorial Health Centre,All Procedures,538,2222,4.0,15.0,28.0,105.0
15211,2013/14,Interior,Vernon Jubilee Hospital,All Procedures,2024,4071,7.7,42.1,53.9,294.7
15350,2013/14,Northern,Bulkley Valley District Hospital,All Procedures,51,411,4.1,15.0,28.699999999999996,105.0
15391,2013/14,Northern,Dawson Creek And District Hospital,All Procedures,349,1182,4.1,10.3,28.699999999999996,72.10000000000001
15443,2013/14,Northern,Fort St John General Hospital,All Procedures,289,1291,5.9,32.1,41.300000000000004,224.70000000000002
15497,2013/14,Northern,G.R. Baker Memorial Hospital,All Procedures,175,1416,5.0,16.0,35.0,112.0
15546,2013/14,Northern,Kitimat General Hospital,All Procedures,101,720,4.7,20.9,32.9,146.29999999999998
15585,2013/14,Northern,Mills Memorial Hospital,All Procedures,265,1412,4.4,19.1,30.800000000000004,133.70000000000002
15631,2013/14,Northern,Prince Rupert Regional Hospital,All Procedures,48,1295,2.6,8.9,18.2,62.300000000000004
15683,2013/14,Northern,St. John Hospital,All Procedures,195,839,9.3,20.9,65.10000000000001,146.29999999999998
15724,2013/14,Northern,The University Hospital Of Northern British Columbia,All Procedures,1504,5946,5.5,30.1,38.5,210.70000000000002
15800,2013/14,Northern,Wrinch Memorial Hospital,All Procedures,16,89,8.9,52.8,62.300000000000004,369.59999999999997
15884,2013/14,Provincial Health Services Authority,B.C. Cancer Agency,All Procedures,33,476,1.7,6.1,11.9,42.699999999999996
15897,2013/14,Provincial Health Services Authority,B.C. Children'S Hospital,All Procedures,1462,6521,3.9,21.0,27.3,147.0
15963,2013/14,Provincial Health Services Authority,B.C. Women'S Hospital,All Procedures,245,1645,4.1,12.9,28.699999999999996,90.3
16062,2013/14,Vancouver Coastal,Lions Gate Hospital,All Procedures,2827,9247,6.0,22.1,42.0,154.70000000000002
16132,2013/14,Vancouver Coastal,Mount Saint Joseph Hospital,All Procedures,2276,11126,3.1,12.2,21.7,85.39999999999999
16188,2013/14,Vancouver Coastal,Powell River General Hospital,All Procedures,84,802,4.1,10.3,28.699999999999996,72.10000000000001
16226,2013/14,Vancouver Coastal,Richmond Hospital,All Procedures,1833,5466,6.3,22.9,44.1,160.29999999999998
16291,2013/14,Vancouver Coastal,Sechelt Hospital,All Procedures,176,651,2.9,11.4,20.3,79.8
16320,2013/14,Vancouver Coastal,Squamish General Hospital,All Procedures,176,792,3.9,15.1,27.3,105.7
16366,2013/14,Vancouver Coastal,St. Paul'S Hospital,All Procedures,2876,6532,4.9,44.7,34.300000000000004,312.90000000000003
16437,2013/14,Vancouver Coastal,Ubc Health Sciences Centre,All Procedures,2484,9215,6.0,25.7,42.0,179.9
16504,2013/14,Vancouver Coastal,Vancouver General Hospital,All Procedures,3972,12895,4.6,18.0,32.199999999999996,126.0
16668,2013/14,Vancouver Island,Campbell River And District General Hospital,All Procedures,1283,2369,11.0,35.7,77.0,249.90000000000003
16733,2013/14,Vancouver Island,Cowichan District Hospital,All Procedures,1233,3738,5.0,24.0,35.0,168.0
16797,2013/14,Vancouver Island,Nanaimo Regional General Hospital,All Procedures,3921,9296,8.0,30.3,56.0,212.1
16868,2013/14,Vancouver Island,Royal Jubilee Hospital,All Procedures,5210,11631,6.9,29.7,48.300000000000004,207.9
16946,2013/14,Vancouver Island,Saanich Peninsula Hospital,All Procedures,1091,2379,14.6,32.0,102.2,224.0
17000,2013/14,Vancouver Island,St. Joseph'S General Hospital,All Procedures,1506,4846,6.1,32.9,42.699999999999996,230.29999999999998
17062,2013/14,Vancouver Island,Victoria General Hospital,All Procedures,3695,9177,6.4,30.7,44.800000000000004,214.9
17135,2013/14,Vancouver Island,West Coast General Hospital,All Procedures,158,778,3.9,17.9,27.3,125.29999999999998
17260,2014/15,Fraser,Abbotsford Regional Hospital And Cancer Centre,All Procedures,1377,5589,5.0,27.0,35.0,189.0
17411,2014/15,Fraser,Burnaby Hospital,All Procedures,3237,6754,10.4,44.9,72.8,314.3
17474,2014/15,Fraser,Chilliwack General Hospital,All Procedures,1950,8129,7.1,19.0,49.699999999999996,133.0
17536,2014/15,Fraser,Delta Hospital,All Procedures,958,4627,4.3,18.8,30.099999999999998,131.6
17592,2014/15,Fraser,Eagle Ridge Hospital,All Procedures,1963,5665,7.7,26.1,53.9,182.70000000000002
17658,2014/15,Fraser,Langley Memorial Hospital,All Procedures,1766,5372,6.7,34.0,46.9,238.0
17719,2014/15,Fraser,Pattison Outpatient Centre,All Procedures,1869,4027,5.1,26.3,35.699999999999996,184.1
17778,2014/15,Fraser,Peace Arch Hospital,All Procedures,1466,3256,9.1,37.9,63.699999999999996,265.3
17838,2014/15,Fraser,Ridge Meadows Hospital,All Procedures,1867,5770,6.0,26.4,42.0,184.79999999999998
17890,2014/15,Fraser,Royal Columbian Hospital,All Procedures,729,2889,3.9,21.5,27.3,150.5
17953,2014/15,Fraser,Surrey Memorial Hospital,All Procedures,4948,8616,12.0,38.0,84.0,266.0
18029,2014/15,Interior,100 Mile District General Hospital,All Procedures,8,26,21.4,42.7,149.79999999999998,298.90000000000003
18117,2014/15,Interior,Cariboo Memorial Hospital,All Procedures,83,1216,2.3,7.0,16.099999999999998,49.0
18152,2014/15,Interior,Creston Valley Hospital,All Procedures,3,68,3.4,10.0,23.8,70.0
18161,2014/15,Interior,East Kootenay Regional Hospital,All Procedures,1030,3863,5.4,23.3,37.800000000000004,163.1
18222,2014/15,Interior,Elk Valley Hospital,All Procedures,39,190,6.3,18.5,44.1,129.5
18244,2014/15,Interior,Golden And District General Hospital,All Procedures,12,158,1.3,3.9,9.1,27.3
18258,2014/15,Interior,Kelowna General Hospital,All Procedures,3884,10932,7.3,29.9,51.1,209.29999999999998
18340,2014/15,Interior,Kootenay Boundary Regional Hospital,All Procedures,1048,2400,8.0,32.9,56.0,230.29999999999998
18404,2014/15,Interior,Kootenay Lake Hospital,All Procedures,630,1357,6.0,37.7,42.0,263.90000000000003
18427,2014/15,Interior,Lillooet Hospital And Health Centre,All Procedures,7,23,11.1,38.3,77.7,268.09999999999997
18433,2014/15,Interior,Penticton Regional Hospital,All Procedures,1073,2995,6.1,28.3,42.699999999999996,198.1
18492,2014/15,Interior,Pleasant Valley Health Centre,All Procedures,1077,2046,8.4,30.6,58.800000000000004,214.20000000000002
18497,2014/15,Interior,Queen Victoria Hospital,All Procedures,40,195,5.7,15.8,39.9,110.60000000000001
18521,2014/15,Interior,Royal Inland Hospital,All Procedures,3348,8814,7.1,44.3,49.699999999999996,310.09999999999997
18596,2014/15,Interior,Shuswap Lake General Hospital,All Procedures,274,1071,5.9,17.1,41.300000000000004,119.70000000000002
18640,2014/15,Interior,Summerland Memorial Health Centre,All Procedures,578,2222,7.0,19.7,49.0,137.9
18657,2014/15,Interior,Vernon Jubilee Hospital,All Procedures,1883,4003,7.9,43.1,55.300000000000004,301.7
18799,2014/15,Northern,Bulkley Valley District Hospital,All Procedures,32,376,4.0,17.1,28.0,119.70000000000002
18836,2014/15,Northern,Dawson Creek And District Hospital,All Procedures,439,1080,5.7,31.0,39.9,217.0
18889,2014/15,Northern,Fort St John General Hospital,All Procedures,314,1180,5.0,16.9,35.0,118.29999999999998
18940,2014/15,Northern,G.R. Baker Memorial Hospital,All Procedures,171,1045,3.0,14.0,21.0,98.0
18989,2014/15,Northern,Kitimat General Hospital,All Procedures,105,578,4.5,17.9,31.5,125.29999999999998
19025,2014/15,Northern,Mills Memorial Hospital,All Procedures,52,1837,2.0,22.9,14.0,160.29999999999998
19072,2014/15,Northern,Prince Rupert Regional Hospital,All Procedures,44,804,1.6,7.1,11.200000000000001,49.699999999999996
19120,2014/15,Northern,St. John Hospital,All Procedures,169,549,7.9,18.0,55.300000000000004,126.0
19163,2014/15,Northern,The University Hospital Of Northern British Columbia,All Procedures,1871,5737,5.1,26.4,35.699999999999996,184.79999999999998
19236,2014/15,Northern,Wrinch Memorial Hospital,All Procedures,20,127,3.0,15.5,21.0,108.5
19321,2014/15,Provincial Health Services Authority,B.C. Cancer Agency,All Procedures,24,420,2.3,6.4,16.099999999999998,44.800000000000004
19334,2014/15,Provincial Health Services Authority,B.C. Children'S Hospital,All Procedures,1407,6619,3.0,22.1,21.0,154.70000000000002
19399,2014/15,Provincial Health Services Authority,B.C. Women'S Hospital,All Procedures,206,1491,4.3,12.4,30.099999999999998,86.8
19497,2014/15,Vancouver Coastal,Lions Gate Hospital,All Procedures,3008,9406,5.9,26.0,41.300000000000004,182.0
19570,2014/15,Vancouver Coastal,Mount Saint Joseph Hospital,All Procedures,2901,11318,4.3,16.2,30.099999999999998,113.39999999999999
19621,2014/15,Vancouver Coastal,Powell River General Hospital,All Procedures,118,905,4.4,11.0,30.800000000000004,77.0
19661,2014/15,Vancouver Coastal,Richmond Hospital,All Procedures,1645,6090,5.7,24.3,39.9,170.1
19727,2014/15,Vancouver Coastal,Sechelt Hospital,All Procedures,310,713,5.0,24.6,35.0,172.20000000000002
19757,2014/15,Vancouver Coastal,Squamish General Hospital,All Procedures,200,716,4.0,17.2,28.0,120.39999999999999
19795,2014/15,Vancouver Coastal,St. Paul'S Hospital,All Procedures,2635,6435,6.7,32.7,46.9,228.90000000000003
19864,2014/15,Vancouver Coastal,Ubc Health Sciences Centre,All Procedures,2463,8090,6.1,27.3,42.699999999999996,191.1
19933,2014/15,Vancouver Coastal,Vancouver General Hospital,All Procedures,4128,12907,6.0,28.4,42.0,198.79999999999998
20095,2014/15,Vancouver Island,Campbell River And District General Hospital,All Procedures,867,2722,11.0,41.1,77.0,287.7
20157,2014/15,Vancouver Island,Cowichan District Hospital,All Procedures,1160,3758,5.9,31.6,41.300000000000004,221.20000000000002
20219,2014/15,Vancouver Island,Nanaimo Regional General Hospital,All Procedures,3709,9702,9.9,38.3,69.3,268.09999999999997
20291,2014/15,Vancouver Island,Royal Jubilee Hospital,All Procedures,5540,11949,8.6,40.6,60.199999999999996,284.2
20367,2014/15,Vancouver Island,Saanich Peninsula Hospital,All Procedures,760,2421,14.4,36.0,100.8,252.0
20417,2014/15,Vancouver Island,St. Joseph'S General Hospital,All Procedures,1598,4743,7.0,33.3,49.0,233.09999999999997
20478,2014/15,Vancouver Island,Victoria General Hospital,All Procedures,3532,9678,7.3,35.3,51.1,247.09999999999997
20551,2014/15,Vancouver Island,West Coast General Hospital,All Procedures,195,740,4.6,17.9,32.199999999999996,125.29999999999998
20671,2015/16,Fraser,Abbotsford Regional Hospital And Cancer Centre,All Procedures,1721,5176,6.4,26.0,44.800000000000004,182.0
20824,2015/16,Fraser,Burnaby Hospital,All Procedures,2412,7243,10.0,42.3,70.0,296.09999999999997
20891,2015/16,Fraser,Chilliwack General Hospital,All Procedures,1929,8260,6.3,21.3,44.1,149.1
20955,2015/16,Fraser,Delta Hospital,All Procedures,1004,4575,3.9,17.0,27.3,119.0
21009,2015/16,Fraser,Eagle Ridge Hospital,All Procedures,2068,5588,7.9,29.0,55.300000000000004,203.0
21075,2015/16,Fraser,Langley Memorial Hospital,All Procedures,1582,5184,7.0,31.0,49.0,217.0
21136,2015/16,Fraser,Pattison Outpatient Centre,All Procedures,2147,4572,6.1,32.0,42.699999999999996,224.0
21196,2015/16,Fraser,Peace Arch Hospital,All Procedures,1562,3426,9.7,42.3,67.89999999999999,296.09999999999997
21253,2015/16,Fraser,Ridge Meadows Hospital,All Procedures,2100,5977,8.4,31.1,58.800000000000004,217.70000000000002
21308,2015/16,Fraser,Royal Columbian Hospital,All Procedures,602,2909,3.7,20.9,25.900000000000002,146.29999999999998
21372,2015/16,Fraser,Surrey Memorial Hospital,All Procedures,5553,8157,14.1,46.8,98.7,327.59999999999997
21442,2015/16,Interior,100 Mile District General Hospital,All Procedures,11,25,17.4,34.8,121.79999999999998,243.59999999999997
21529,2015/16,Interior,Cariboo Memorial Hospital,All Procedures,75,1157,2.0,5.9,14.0,41.300000000000004
21570,2015/16,Interior,Creston Valley Hospital,All Procedures,11,46,4.8,11.0,33.6,77.0
21576,2015/16,Interior,East Kootenay Regional Hospital,All Procedures,890,4064,5.4,21.3,37.800000000000004,149.1
21637,2015/16,Interior,Elk Valley Hospital,All Procedures,37,168,6.9,22.4,48.300000000000004,156.79999999999998
21657,2015/16,Interior,Golden And District General Hospital,All Procedures,12,145,1.7,4.0,11.9,28.0
21676,2015/16,Interior,Kelowna General Hospital,All Procedures,4274,11190,8.3,36.6,58.10000000000001,256.2
21756,2015/16,Interior,Kootenay Boundary Regional Hospital,All Procedures,842,2520,10.1,37.0,70.7,259.0
21817,2015/16,Interior,Kootenay Lake Hospital,All Procedures,387,1360,8.6,28.0,60.199999999999996,196.0
21840,2015/16,Interior,Lillooet Hospital And Health Centre,All Procedures,3,34,9.0,27.6,63.0,193.20000000000002
21850,2015/16,Interior,Penticton Regional Hospital,All Procedures,1129,2899,7.0,39.6,49.0,277.2
21908,2015/16,Interior,Pleasant Valley Health Centre,All Procedures,1062,2403,17.7,40.7,123.89999999999999,284.90000000000003
21914,2015/16,Interior,Queen Victoria Hospital,All Procedures,45,195,5.1,12.0,35.699999999999996,84.0
21937,2015/16,Interior,Royal Inland Hospital,All Procedures,3083,9105,8.0,37.9,56.0,265.3
22013,2015/16,Interior,Shuswap Lake General Hospital,All Procedures,411,1191,8.0,22.1,56.0,154.70000000000002
22058,2015/16,Interior,Summerland Memorial Health Centre,All Procedures,777,2299,8.6,25.9,60.199999999999996,181.29999999999998
22076,2015/16,Interior,Vernon Jubilee Hospital,All Procedures,1536,3931,7.3,48.3,51.1,338.09999999999997
22217,2015/16,Northern,Bulkley Valley District Hospital,All Procedures,46,366,2.7,13.7,18.900000000000002,95.89999999999999
22256,2015/16,Northern,Dawson Creek And District Hospital,All Procedures,272,995,6.0,39.0,42.0,273.0
22303,2015/16,Northern,Fort St John General Hospital,All Procedures,225,1169,6.6,22.1,46.199999999999996,154.70000000000002
22354,2015/16,Northern,G.R. Baker Memorial Hospital,All Procedures,196,1090,3.3,12.1,23.099999999999998,84.7
22405,2015/16,Northern,Kitimat General Hospital,All Procedures,116,634,4.9,15.0,34.300000000000004,105.0
22442,2015/16,Northern,Mills Memorial Hospital,All Procedures,147,1717,0.9,4.3,6.3,30.099999999999998
22489,2015/16,Northern,Prince Rupert Regional Hospital,All Procedures,51,833,1.1,7.1,7.700000000000001,49.699999999999996
22537,2015/16,Northern,St. John Hospital,All Procedures,154,443,8.3,18.6,58.10000000000001,130.20000000000002
22573,2015/16,Northern,The University Hospital Of Northern British Columbia,All Procedures,1973,5611,7.3,32.4,51.1,226.79999999999998
22647,2015/16,Northern,Wrinch Memorial Hospital,All Procedures,8,125,2.9,11.5,20.3,80.5
22729,2015/16,Provincial Health Services Authority,B.C. Cancer Agency,All Procedures,27,441,2.3,5.6,16.099999999999998,39.199999999999996
22741,2015/16,Provincial Health Services Authority,B.C. Children'S Hospital,All Procedures,1211,6582,2.9,21.0,20.3,147.0
22807,2015/16,Provincial Health Services Authority,B.C. Women'S Hospital,All Procedures,412,1387,4.7,14.0,32.9,98.0
22905,2015/16,Vancouver Coastal,Lions Gate Hospital,All Procedures,2969,9636,6.3,27.4,44.1,191.79999999999998
22975,2015/16,Vancouver Coastal,Mount Saint Joseph Hospital,All Procedures,3092,12338,6.0,20.1,42.0,140.70000000000002
23028,2015/16,Vancouver Coastal,Powell River General Hospital,All Procedures,124,858,5.0,12.0,35.0,84.0
23066,2015/16,Vancouver Coastal,Richmond Hospital,All Procedures,1664,6235,5.3,22.7,37.1,158.9
23131,2015/16,Vancouver Coastal,Sechelt Hospital,All Procedures,398,845,7.0,32.0,49.0,224.0
23161,2015/16,Vancouver Coastal,Squamish General Hospital,All Procedures,159,636,4.0,20.1,28.0,140.70000000000002
23196,2015/16,Vancouver Coastal,St. Paul'S Hospital,All Procedures,3218,6576,7.9,33.9,55.300000000000004,237.29999999999998
23267,2015/16,Vancouver Coastal,Ubc Health Sciences Centre,All Procedures,3152,8302,6.7,28.9,46.9,202.29999999999998
23336,2015/16,Vancouver Coastal,Vancouver General Hospital,All Procedures,3269,13170,6.0,28.0,42.0,196.0
23498,2015/16,Vancouver Island,Campbell River And District General Hospital,All Procedures,1188,2337,10.6,37.1,74.2,259.7
23569,2015/16,Vancouver Island,Cowichan District Hospital,All Procedures,1275,3756,6.6,29.3,46.199999999999996,205.1
23632,2015/16,Vancouver Island,Nanaimo Regional General Hospital,All Procedures,4548,9556,8.3,39.9,58.10000000000001,279.3
23703,2015/16,Vancouver Island,Royal Jubilee Hospital,All Procedures,6034,12763,9.3,43.0,65.10000000000001,301.0
23780,2015/16,Vancouver Island,Saanich Peninsula Hospital,All Procedures,740,2364,9.0,28.6,63.0,200.20000000000002
23828,2015/16,Vancouver Island,St. Joseph'S General Hospital,All Procedures,1877,4626,8.4,35.7,58.800000000000004,249.90000000000003
23888,2015/16,Vancouver Island,Victoria General Hospital,All Procedures,3414,9241,7.1,33.3,49.699999999999996,233.09999999999997
23959,2015/16,Vancouver Island,West Coast General Hospital,All Procedures,121,850,5.5,24.0,38.5,168.0
24077,2016/17,Fraser,Abbotsford Regional Hospital And Cancer Centre,All Procedures,1997,5726,6.6,27.3,46.199999999999996,191.1
24229,2016/17,Fraser,Burnaby Hospital,All Procedures,2071,7510,7.3,29.9,51.1,209.29999999999998
24295,2016/17,Fraser,Chilliwack General Hospital,All Procedures,2643,7539,8.9,23.6,62.300000000000004,165.20000000000002
24357,2016/17,Fraser,Delta Hospital,All Procedures,1034,4720,4.1,19.3,28.699999999999996,135.1
24411,2016/17,Fraser,Eagle Ridge Hospital,All Procedures,2433,5941,8.3,29.7,58.10000000000001,207.9
24476,2016/17,Fraser,Langley Memorial Hospital,All Procedures,1842,5336,6.3,31.1,44.1,217.70000000000002
24535,2016/17,Fraser,Pattison Outpatient Centre,All Procedures,2651,4989,7.3,33.1,51.1,231.70000000000002
24593,2016/17,Fraser,Peace Arch Hospital,All Procedures,1532,3572,9.7,42.0,67.89999999999999,294.0
24651,2016/17,Fraser,Ridge Meadows Hospital,All Procedures,2580,6076,10.1,33.6,70.7,235.20000000000002
24703,2016/17,Fraser,Royal Columbian Hospital,All Procedures,569,3098,3.0,16.7,21.0,116.89999999999999
24766,2016/17,Fraser,Surrey Memorial Hospital,All Procedures,5246,9379,16.1,50.0,112.70000000000002,350.0
24839,2016/17,Interior,100 Mile District General Hospital,All Procedures,5,23,19.6,41.6,137.20000000000002,291.2
24927,2016/17,Interior,Cariboo Memorial Hospital,All Procedures,98,1199,1.9,5.9,13.299999999999999,41.300000000000004
24969,2016/17,Interior,Creston Valley Hospital,All Procedures,14,81,4.3,12.9,30.099999999999998,90.3
24979,2016/17,Interior,East Kootenay Regional Hospital,All Procedures,859,3730,5.2,21.7,36.4,151.9
25041,2016/17,Interior,Elk Valley Hospital,All Procedures,35,181,5.7,15.9,39.9,111.3
25060,2016/17,Interior,Golden And District General Hospital,All Procedures,7,191,1.3,6.1,9.1,42.699999999999996
25079,2016/17,Interior,Kelowna General Hospital,All Procedures,4295,11365,8.9,36.7,62.300000000000004,256.90000000000003
25160,2016/17,Interior,Kootenay Boundary Regional Hospital,All Procedures,881,2331,10.9,31.7,76.3,221.9
25222,2016/17,Interior,Kootenay Lake Hospital,All Procedures,347,1363,7.0,19.3,49.0,135.1
25247,2016/17,Interior,Lillooet Hospital And Health Centre,All Procedures,9,30,5.8,11.1,40.6,77.7
25259,2016/17,Interior,Penticton Regional Hospital,All Procedures,843,2946,6.6,36.1,46.199999999999996,252.70000000000002
25317,2016/17,Interior,Pleasant Valley Health Centre,All Procedures,795,2306,12.6,44.0,88.2,308.0
25323,2016/17,Interior,Queen Victoria Hospital,All Procedures,66,211,6.0,16.7,42.0,116.89999999999999
25348,2016/17,Interior,Royal Inland Hospital,All Procedures,3252,9188,7.1,37.3,49.699999999999996,261.09999999999997
25424,2016/17,Interior,Shuswap Lake General Hospital,All Procedures,330,1103,8.9,35.4,62.300000000000004,247.79999999999998
25465,2016/17,Interior,Summerland Memorial Health Centre,All Procedures,348,2535,9.6,25.1,67.2,175.70000000000002
25480,2016/17,Interior,Vernon Jubilee Hospital,All Procedures,1725,4018,8.0,39.3,56.0,275.09999999999997
25617,2016/17,Northern,Bulkley Valley District Hospital,All Procedures,118,366,5.1,15.9,35.699999999999996,111.3
25657,2016/17,Northern,Dawson Creek And District Hospital,All Procedures,426,1024,7.9,30.6,55.300000000000004,214.20000000000002
25703,2016/17,Northern,Fort Nelson General Hospital,All Procedures,0,5,0.1,1.2,0.7000000000000001,8.4
25708,2016/17,Northern,Fort St John General Hospital,All Procedures,283,1314,4.0,19.7,28.0,137.9
25759,2016/17,Northern,G.R. Baker Memorial Hospital,All Procedures,253,1146,3.8,11.5,26.599999999999998,80.5
25814,2016/17,Northern,Kitimat General Hospital,All Procedures,82,575,3.3,13.3,23.099999999999998,93.10000000000001
25848,2016/17,Northern,Mills Memorial Hospital,All Procedures,462,2204,1.7,9.4,11.9,65.8
25894,2016/17,Northern,Prince Rupert Regional Hospital,All Procedures,48,835,1.6,8.2,11.200000000000001,57.39999999999999
25951,2016/17,Northern,St. John Hospital,All Procedures,168,561,10.7,24.1,74.89999999999999,168.70000000000002
25993,2016/17,Northern,The University Hospital Of Northern British Columbia,All Procedures,2262,5951,8.1,32.9,56.699999999999996,230.29999999999998
26066,2016/17,Northern,Wrinch Memorial Hospital,All Procedures,8,145,1.9,7.2,13.299999999999999,50.4
26143,2016/17,Provincial Health Services Authority,B.C. Cancer Agency,All Procedures,31,393,2.0,5.8,14.0,40.6
26156,2016/17,Provincial Health Services Authority,B.C. Children'S Hospital,All Procedures,1885,5094,6.0,24.0,42.0,168.0
26216,2016/17,Provincial Health Services Authority,B.C. Women'S Hospital,All Procedures,394,1408,6.3,17.1,44.1,119.70000000000002
26313,2016/17,Vancouver Coastal,Lions Gate Hospital,All Procedures,3404,9546,6.4,25.7,44.800000000000004,179.9
26386,2016/17,Vancouver Coastal,Mount Saint Joseph Hospital,All Procedures,3152,12527,6.1,21.9,42.699999999999996,153.29999999999998
26437,2016/17,Vancouver Coastal,Powell River General Hospital,All Procedures,351,910,6.1,15.1,42.699999999999996,105.7
26472,2016/17,Vancouver Coastal,Richmond Hospital,All Procedures,2799,6023,6.1,26.0,42.699999999999996,182.0
26536,2016/17,Vancouver Coastal,Sechelt Hospital,All Procedures,600,975,12.9,36.6,90.3,256.2
26565,2016/17,Vancouver Coastal,Squamish General Hospital,All Procedures,343,761,3.9,18.3,27.3,128.1
26606,2016/17,Vancouver Coastal,St. Paul'S Hospital,All Procedures,3168,6277,8.9,39.0,62.300000000000004,273.0
26677,2016/17,Vancouver Coastal,Ubc Health Sciences Centre,All Procedures,3669,10233,5.7,28.6,39.9,200.20000000000002
26749,2016/17,Vancouver Coastal,Vancouver General Hospital,All Procedures,4132,11217,6.4,26.0,44.800000000000004,182.0
26909,2016/17,Vancouver Island,Campbell River And District General Hospital,All Procedures,769,2523,9.7,39.0,67.89999999999999,273.0
27006,2016/17,Vancouver Island,Cowichan District Hospital,All Procedures,1252,3899,6.4,30.2,44.800000000000004,211.4
27070,2016/17,Vancouver Island,Nanaimo Regional General Hospital,All Procedures,4726,9565,10.7,47.3,74.89999999999999,331.09999999999997
27141,2016/17,Vancouver Island,Royal Jubilee Hospital,All Procedures,6153,13560,9.0,40.0,63.0,280.0
27214,2016/17,Vancouver Island,Saanich Peninsula Hospital,All Procedures,803,2580,6.0,25.0,42.0,175.0
27263,2016/17,Vancouver Island,St. Joseph'S General Hospital,All Procedures,1217,5163,8.6,41.0,60.199999999999996,287.0
27324,2016/17,Vancouver Island,Victoria General Hospital,All Procedures,3048,9185,7.6,30.9,53.199999999999996,216.29999999999998
27397,2016/17,Vancouver Island,West Coast General Hospital,All Procedures,112,770,4.1,12.0,28.699999999999996,84.0
27515,2017/18,Fraser,Abbotsford Regional Hospital And Cancer Centre,All Procedures,1980,5561,7.3,32.9,51.1,230.29999999999998
27668,2017/18,Fraser,Burnaby Hospital,All Procedures,2397,7772,6.7,24.1,46.9,168.70000000000002
27733,2017/18,Fraser,Chilliwack General Hospital,All Procedures,2603,7660,10.0,28.0,70.0,196.0
27793,2017/18,Fraser,Delta Hospital,All Procedures,1032,4691,4.3,22.0,30.099999999999998,154.0
27847,2017/18,Fraser,Eagle Ridge Hospital,All Procedures,2339,5689,8.0,31.0,56.0,217.0
27913,2017/18,Fraser,Langley Memorial Hospital,All Procedures,1838,5587,8.3,33.0,58.10000000000001,231.0
27973,2017/18,Fraser,Pattison Outpatient Centre,All Procedures,3168,4750,7.4,37.4,51.800000000000004,261.8
28031,2017/18,Fraser,Peace Arch Hospital,All Procedures,1604,3421,10.1,41.1,70.7,287.7
28090,2017/18,Fraser,Ridge Meadows Hospital,All Procedures,3196,6470,12.1,42.0,84.7,294.0
28142,2017/18,Fraser,Royal Columbian Hospital,All Procedures,542,3193,2.9,15.3,20.3,107.10000000000001
28204,2017/18,Fraser,Surrey Memorial Hospital,All Procedures,4602,10088,9.3,45.1,65.10000000000001,315.7
28279,2017/18,Interior,100 Mile District General Hospital,All Procedures,0,14,13.5,34.3,94.5,240.09999999999997
28364,2017/18,Interior,Cariboo Memorial Hospital,All Procedures,67,1085,2.1,7.1,14.700000000000001,49.699999999999996
