,year,h_a,hosp,prcd,waiting,comp,wait_med,wait_90,wait_median_d,wait_90_d
6869,2011/12,All Health Authorities,All Facilities,Uterine Surgery,2658,12004,4.9,18.9,34.300000000000004,132.29999999999998
6870,2011/12,All Health Authorities,All Facilities,Vaginal Repair,752,1557,7.7,30.5,53.9,213.5
6871,2011/12,All Health Authorities,All Facilities,Varicose Veins Ligation/Stripping,1827,1231,10.9,75.0,76.3,525.0
6872,2011/12,All Health Authorities,All Facilities,Vascular Bypass Graft - Non Cardiac,198,643,3.1,16.0,21.7,112.0
6873,2011/12,All Health Authorities,All Facilities,Vascular Surgery - Other,314,1720,2.3,13.1,16.099999999999998,91.7
6874,2011/12,All Health Authorities,All Facilities,Wound/Laceration Care,330,977,3.1,21.1,21.7,147.70000000000002
10260,2012/13,All Health Authorities,All Facilities,Abdominoplasty,92,146,8.9,48.2,62.300000000000004,337.40000000000003
10261,2012/13,All Health Authorities,All Facilities,All Other Procedures,1395,7087,3.7,15.0,25.900000000000002,105.0
10263,2012/13,All Health Authorities,All Facilities,Aortic Aneurysm Repair,64,392,4.2,12.0,29.400000000000002,84.0
10264,2012/13,All Health Authorities,All Facilities,Appendectomy,25,113,3.9,11.3,27.3,79.10000000000001
10265,2012/13,All Health Authorities,All Facilities,Bariatric Surgery,247,211,9.9,229.0,69.3,1603.0
10266,2012/13,All Health Authorities,All Facilities,Biopsy in OR,354,2484,2.7,11.6,18.900000000000002,81.2
10267,2012/13,All Health Authorities,All Facilities,Bladder Surgery,1278,5421,4.0,20.9,28.0,146.29999999999998
10268,2012/13,All Health Authorities,All Facilities,Bowel Resection,430,2806,2.9,12.6,20.3,88.2
10269,2012/13,All Health Authorities,All Facilities,Breast Biopsy,183,1836,2.3,6.4,16.099999999999998,44.800000000000004
10270,2012/13,All Health Authorities,All Facilities,Breast Reconstruction,738,1240,6.3,35.5,44.1,248.5
10271,2012/13,All Health Authorities,All Facilities,Breast Reduction,1394,1808,10.6,41.4,74.2,289.8
10272,2012/13,All Health Authorities,All Facilities,Cataract Surgery,12464,48570,5.6,21.1,39.199999999999996,147.70000000000002
10273,2012/13,All Health Authorities,All Facilities,Cholecystectomy,1548,5761,5.3,22.1,37.1,154.70000000000002
10274,2012/13,All Health Authorities,All Facilities,Colostomy/Ileostomy,207,691,5.3,23.7,37.1,165.9
10275,2012/13,All Health Authorities,All Facilities,Cone Biopsy,66,525,3.4,8.7,23.8,60.89999999999999
10276,2012/13,All Health Authorities,All Facilities,Cranial Surgery,136,912,1.7,10.3,11.9,72.10000000000001
10277,2012/13,All Health Authorities,All Facilities,CSF Drainage,12,366,0.4,1.8,2.8000000000000003,12.6
10278,2012/13,All Health Authorities,All Facilities,Cyst/Ganglion Removal,446,1227,6.3,25.0,44.1,175.0
10279,2012/13,All Health Authorities,All Facilities,D&C and Related Surgery,947,5449,3.6,13.4,25.2,93.8
10280,2012/13,All Health Authorities,All Facilities,Dental Surgery,2202,6169,6.3,28.0,44.1,196.0
10281,2012/13,All Health Authorities,All Facilities,Endarterectomy,147,614,3.0,12.0,21.0,84.0
10282,2012/13,All Health Authorities,All Facilities,Esophagectomy,18,119,3.0,13.3,21.0,93.10000000000001
10283,2012/13,All Health Authorities,All Facilities,Examination Under Anaesthetic,240,930,4.0,16.9,28.0,118.29999999999998
10284,2012/13,All Health Authorities,All Facilities,Excision Gynecomastia,85,219,6.0,30.3,42.0,212.1
10285,2012/13,All Health Authorities,All Facilities,Excision Lesion/Tumour,485,2408,3.3,16.3,23.099999999999998,114.10000000000001
10286,2012/13,All Health Authorities,All Facilities,Facial Bone Reconstruction,205,777,5.0,24.5,35.0,171.5
10287,2012/13,All Health Authorities,All Facilities,Fallopian Tube/Ovarian Surgery,1040,3776,5.4,22.0,37.800000000000004,154.0
10288,2012/13,All Health Authorities,All Facilities,Fistula Repair - Non Vascular,64,189,6.1,22.5,42.699999999999996,157.5
10289,2012/13,All Health Authorities,All Facilities,Foot/Ankle Surgery,512,762,12.6,38.1,88.2,266.7
10290,2012/13,All Health Authorities,All Facilities,Foreign Body Removal Surgery,52,211,3.1,19.7,21.7,137.9
10291,2012/13,All Health Authorities,All Facilities,Fracture Repair,210,1168,1.0,13.9,7.0,97.3
10292,2012/13,All Health Authorities,All Facilities,Free Flap Graft,23,117,2.9,14.7,20.3,102.89999999999999
10293,2012/13,All Health Authorities,All Facilities,Gastrostomy/Jejunostomy,10,87,1.4,6.3,9.799999999999999,44.1
10294,2012/13,All Health Authorities,All Facilities,Hand/Wrist Surgery,909,2003,6.6,29.0,46.199999999999996,203.0
10295,2012/13,All Health Authorities,All Facilities,Hernia Repair - Abdominal,4097,11287,7.7,32.0,53.9,224.0
10297,2012/13,All Health Authorities,All Facilities,Hernia Repair - Hiatal,215,279,13.9,54.3,97.3,380.09999999999997
10298,2012/13,All Health Authorities,All Facilities,Hip Replacement,2194,4997,13.4,31.4,93.8,219.79999999999998
10299,2012/13,All Health Authorities,All Facilities,Kidney/Bladder Stone Removal,221,1479,3.7,11.1,25.900000000000002,77.7
10300,2012/13,All Health Authorities,All Facilities,Knee - ACL Repair,909,1916,9.0,34.1,63.0,238.70000000000002
10301,2012/13,All Health Authorities,All Facilities,Knee - Meniscectomy,716,2700,7.7,31.1,53.9,217.70000000000002
10302,2012/13,All Health Authorities,All Facilities,Knee Arthroscopy,2761,5627,8.0,30.7,56.0,214.9
10303,2012/13,All Health Authorities,All Facilities,Knee Replacement,4210,7205,17.6,36.7,123.20000000000002,256.90000000000003
10304,2012/13,All Health Authorities,All Facilities,Laparoscopy,339,1531,4.3,17.9,30.099999999999998,125.29999999999998
10305,2012/13,All Health Authorities,All Facilities,Laparotomy,63,362,3.0,12.6,21.0,88.2
10306,2012/13,All Health Authorities,All Facilities,Lens & Vitreous (non-cataract) Surgery,511,2982,2.9,16.0,20.3,112.0
10307,2012/13,All Health Authorities,All Facilities,Ligament Surgery,65,167,6.1,25.6,42.699999999999996,179.20000000000002
10308,2012/13,All Health Authorities,All Facilities,Lipectomy,42,125,5.0,18.3,35.0,128.1
10309,2012/13,All Health Authorities,All Facilities,Lung Surgery,69,686,2.1,5.3,14.700000000000001,37.1
10310,2012/13,All Health Authorities,All Facilities,Male Reproductive Surgery,826,2256,6.0,27.4,42.0,191.79999999999998
10311,2012/13,All Health Authorities,All Facilities,Mastectomy,352,3839,2.1,6.0,14.700000000000001,42.0
10312,2012/13,All Health Authorities,All Facilities,Mastoidectomy,148,298,9.9,37.2,69.3,260.40000000000003
10313,2012/13,All Health Authorities,All Facilities,Myringotomy,572,1637,5.0,18.1,35.0,126.70000000000002
10314,2012/13,All Health Authorities,All Facilities,Nasal Surgery,2071,3433,12.6,44.6,88.2,312.2
10315,2012/13,All Health Authorities,All Facilities,Nerve Surgery,391,944,6.0,30.6,42.0,214.20000000000002
10316,2012/13,All Health Authorities,All Facilities,Oral Cavity & Pharynx Surgery,91,352,5.1,24.0,35.699999999999996,168.0
10317,2012/13,All Health Authorities,All Facilities,Other Ear Surgery,90,264,8.5,34.5,59.5,241.5
10318,2012/13,All Health Authorities,All Facilities,Other Eye Surgery,1313,4527,4.1,24.6,28.699999999999996,172.20000000000002
10319,2012/13,All Health Authorities,All Facilities,Other Joint Reconstruction,1241,2007,8.0,38.3,56.0,268.09999999999997
10320,2012/13,All Health Authorities,All Facilities,Other Orthopaedic Surgery,2546,6735,6.3,32.4,44.1,226.79999999999998
10321,2012/13,All Health Authorities,All Facilities,Other Urology Surgery,1488,8032,4.0,15.1,28.0,105.7
10322,2012/13,All Health Authorities,All Facilities,Parotidectomy,118,365,8.7,29.2,60.89999999999999,204.4
10323,2012/13,All Health Authorities,All Facilities,Prostate Surgery,1308,5199,4.9,19.0,34.300000000000004,133.0
10324,2012/13,All Health Authorities,All Facilities,Rectal Surgery,818,1605,8.3,37.1,58.10000000000001,259.7
10325,2012/13,All Health Authorities,All Facilities,Rib Resection,17,82,18.1,55.7,126.70000000000002,389.90000000000003
10326,2012/13,All Health Authorities,All Facilities,Scope of Chest,43,570,2.1,5.7,14.700000000000001,39.9
10327,2012/13,All Health Authorities,All Facilities,Shoulder Surgery,2325,3406,11.0,39.6,77.0,277.2
10328,2012/13,All Health Authorities,All Facilities,Shunt Insertion/Removal,3,28,2.4,12.5,16.8,87.5
10329,2012/13,All Health Authorities,All Facilities,Sinus Surgery,1707,2036,15.4,62.3,107.8,436.09999999999997
10330,2012/13,All Health Authorities,All Facilities,Skin Surgery,316,901,4.0,22.6,28.0,158.20000000000002
10331,2012/13,All Health Authorities,All Facilities,Skin Tumour Removal,703,2970,3.4,17.9,23.8,125.29999999999998
10332,2012/13,All Health Authorities,All Facilities,Sphincterotomy,117,216,7.9,35.2,55.300000000000004,246.40000000000003
10333,2012/13,All Health Authorities,All Facilities,Spinal/Back Surgery,1607,3652,5.7,32.0,39.9,224.0
10334,2012/13,All Health Authorities,All Facilities,Tendon Surgery,281,717,4.0,25.6,28.0,179.20000000000002
10335,2012/13,All Health Authorities,All Facilities,Thoracotomy,9,122,2.6,5.4,18.2,37.800000000000004
10336,2012/13,All Health Authorities,All Facilities,Thyroidectomy,374,1249,5.4,24.0,37.800000000000004,168.0
10337,2012/13,All Health Authorities,All Facilities,Tonsillectomy/Adenoidectomy,1572,3722,8.7,32.0,60.89999999999999,224.0
10338,2012/13,All Health Authorities,All Facilities,Tympanoplasty,504,863,12.1,41.4,84.7,289.8
10339,2012/13,All Health Authorities,All Facilities,Uterine Surgery,2646,11820,4.6,18.0,32.199999999999996,126.0
10340,2012/13,All Health Authorities,All Facilities,Vaginal Repair,669,1686,8.6,36.8,60.199999999999996,257.59999999999997
10341,2012/13,All Health Authorities,All Facilities,Varicose Veins Ligation/Stripping,1658,1197,13.4,112.4,93.8,786.8000000000001
10342,2012/13,All Health Authorities,All Facilities,Vascular Bypass Graft - Non Cardiac,159,665,3.3,16.1,23.099999999999998,112.70000000000002
10343,2012/13,All Health Authorities,All Facilities,Vascular Surgery - Other,303,1711,2.6,12.1,18.2,84.7
10344,2012/13,All Health Authorities,All Facilities,Wound/Laceration Care,342,1009,3.4,20.9,23.8,146.29999999999998
13725,2013/14,All Health Authorities,All Facilities,Abdominoplasty,92,155,9.1,46.9,63.699999999999996,328.3
13726,2013/14,All Health Authorities,All Facilities,All Other Procedures,1142,6433,4.1,15.3,28.699999999999996,107.10000000000001
13728,2013/14,All Health Authorities,All Facilities,Aortic Aneurysm Repair,54,419,3.3,13.9,23.099999999999998,97.3
13729,2013/14,All Health Authorities,All Facilities,Appendectomy,19,115,4.6,15.1,32.199999999999996,105.7
13730,2013/14,All Health Authorities,All Facilities,Bariatric Surgery,173,246,10.5,176.8,73.5,1237.6000000000001
13731,2013/14,All Health Authorities,All Facilities,Biopsy in OR,384,2512,2.6,11.9,18.2,83.3
13732,2013/14,All Health Authorities,All Facilities,Bladder Surgery,1216,5529,4.0,19.7,28.0,137.9
13733,2013/14,All Health Authorities,All Facilities,Bowel Resection,510,3073,2.9,10.1,20.3,70.7
13734,2013/14,All Health Authorities,All Facilities,Breast Biopsy,153,1729,2.3,6.3,16.099999999999998,44.1
13735,2013/14,All Health Authorities,All Facilities,Breast Reconstruction,585,1298,9.0,45.3,63.0,317.09999999999997
13736,2013/14,All Health Authorities,All Facilities,Breast Reduction,1121,1785,14.1,52.3,98.7,366.09999999999997
13737,2013/14,All Health Authorities,All Facilities,Cataract Surgery,16580,48965,6.1,24.7,42.699999999999996,172.9
13738,2013/14,All Health Authorities,All Facilities,Cholecystectomy,1621,5666,5.0,20.4,35.0,142.79999999999998
13739,2013/14,All Health Authorities,All Facilities,Colostomy/Ileostomy,213,745,4.9,24.2,34.300000000000004,169.4
13740,2013/14,All Health Authorities,All Facilities,Cone Biopsy,53,429,3.6,8.9,25.2,62.300000000000004
13741,2013/14,All Health Authorities,All Facilities,Cranial Surgery,154,933,2.0,14.0,14.0,98.0
13742,2013/14,All Health Authorities,All Facilities,CSF Drainage,25,515,0.3,1.1,2.1,7.700000000000001
13743,2013/14,All Health Authorities,All Facilities,Cyst/Ganglion Removal,438,1272,5.9,25.0,41.300000000000004,175.0
13744,2013/14,All Health Authorities,All Facilities,D&C and Related Surgery,907,5086,3.4,12.9,23.8,90.3
13745,2013/14,All Health Authorities,All Facilities,Dental Surgery,2188,6126,6.9,28.9,48.300000000000004,202.29999999999998
13746,2013/14,All Health Authorities,All Facilities,Endarterectomy,145,630,2.9,13.4,20.3,93.8
13747,2013/14,All Health Authorities,All Facilities,Esophagectomy,12,119,2.3,8.8,16.099999999999998,61.60000000000001
13748,2013/14,All Health Authorities,All Facilities,Examination Under Anaesthetic,220,925,4.3,18.6,30.099999999999998,130.20000000000002
13749,2013/14,All Health Authorities,All Facilities,Excision Gynecomastia,105,219,8.1,31.1,56.699999999999996,217.70000000000002
13750,2013/14,All Health Authorities,All Facilities,Excision Lesion/Tumour,520,2398,3.4,15.5,23.8,108.5
13751,2013/14,All Health Authorities,All Facilities,Facial Bone Reconstruction,180,762,5.4,22.1,37.800000000000004,154.70000000000002
13752,2013/14,All Health Authorities,All Facilities,Fallopian Tube/Ovarian Surgery,1067,3751,5.1,20.0,35.699999999999996,140.0
13753,2013/14,All Health Authorities,All Facilities,Fistula Repair - Non Vascular,56,195,6.7,25.0,46.9,175.0
13754,2013/14,All Health Authorities,All Facilities,Foot/Ankle Surgery,506,828,12.9,38.5,90.3,269.5
13755,2013/14,All Health Authorities,All Facilities,Foreign Body Removal Surgery,43,254,2.9,15.7,20.3,109.89999999999999
13756,2013/14,All Health Authorities,All Facilities,Fracture Repair,176,1160,0.9,12.0,6.3,84.0
13757,2013/14,All Health Authorities,All Facilities,Free Flap Graft,24,119,3.0,12.8,21.0,89.60000000000001
13758,2013/14,All Health Authorities,All Facilities,Gastrostomy/Jejunostomy,9,90,1.3,7.4,9.1,51.800000000000004
13759,2013/14,All Health Authorities,All Facilities,Hand/Wrist Surgery,674,2206,6.7,28.1,46.9,196.70000000000002
13760,2013/14,All Health Authorities,All Facilities,Hernia Repair - Abdominal,4252,11549,7.6,30.3,53.199999999999996,212.1
13762,2013/14,All Health Authorities,All Facilities,Hernia Repair - Hiatal,217,266,11.6,43.2,81.2,302.40000000000003
13763,2013/14,All Health Authorities,All Facilities,Hip Replacement,2939,4993,14.7,37.0,102.89999999999999,259.0
13764,2013/14,All Health Authorities,All Facilities,Kidney/Bladder Stone Removal,273,1577,3.6,10.9,25.2,76.3
13765,2013/14,All Health Authorities,All Facilities,Knee - ACL Repair,800,1944,8.7,38.7,60.89999999999999,270.90000000000003
13766,2013/14,All Health Authorities,All Facilities,Knee - Meniscectomy,705,2867,7.1,29.0,49.699999999999996,203.0
13767,2013/14,All Health Authorities,All Facilities,Knee Arthroscopy,2679,5089,8.0,34.6,56.0,242.20000000000002
13768,2013/14,All Health Authorities,All Facilities,Knee Replacement,5446,6863,18.4,41.1,128.79999999999998,287.7
13769,2013/14,All Health Authorities,All Facilities,Laparoscopy,269,1337,4.6,17.3,32.199999999999996,121.10000000000001
13770,2013/14,All Health Authorities,All Facilities,Laparotomy,65,342,3.3,15.7,23.099999999999998,109.89999999999999
13771,2013/14,All Health Authorities,All Facilities,Lens & Vitreous (non-cataract) Surgery,757,2518,4.1,20.7,28.699999999999996,144.9
13772,2013/14,All Health Authorities,All Facilities,Ligament Surgery,48,137,5.9,30.9,41.300000000000004,216.29999999999998
13773,2013/14,All Health Authorities,All Facilities,Lipectomy,30,114,7.0,26.1,49.0,182.70000000000002
13774,2013/14,All Health Authorities,All Facilities,Lung Surgery,67,628,2.1,5.9,14.700000000000001,41.300000000000004
13775,2013/14,All Health Authorities,All Facilities,Male Reproductive Surgery,746,2123,6.0,30.4,42.0,212.79999999999998
13776,2013/14,All Health Authorities,All Facilities,Mastectomy,437,4062,2.1,6.9,14.700000000000001,48.300000000000004
13777,2013/14,All Health Authorities,All Facilities,Mastoidectomy,157,317,11.0,34.7,77.0,242.90000000000003
13778,2013/14,All Health Authorities,All Facilities,Myringotomy,557,1659,5.1,22.2,35.699999999999996,155.4
13779,2013/14,All Health Authorities,All Facilities,Nasal Surgery,1781,3427,10.0,40.3,70.0,282.09999999999997
13780,2013/14,All Health Authorities,All Facilities,Nerve Surgery,352,907,6.3,34.9,44.1,244.29999999999998
13781,2013/14,All Health Authorities,All Facilities,Oral Cavity & Pharynx Surgery,96,369,5.6,24.1,39.199999999999996,168.70000000000002
13782,2013/14,All Health Authorities,All Facilities,Other Ear Surgery,90,258,7.9,30.3,55.300000000000004,212.1
13783,2013/14,All Health Authorities,All Facilities,Other Eye Surgery,1312,4356,5.0,26.0,35.0,182.0
13784,2013/14,All Health Authorities,All Facilities,Other Joint Reconstruction,1071,2117,10.9,47.2,76.3,330.40000000000003
13785,2013/14,All Health Authorities,All Facilities,Other Orthopaedic Surgery,2312,6866,6.4,31.9,44.800000000000004,223.29999999999998
13786,2013/14,All Health Authorities,All Facilities,Other Urology Surgery,1223,7199,3.4,13.1,23.8,91.7
13787,2013/14,All Health Authorities,All Facilities,Parotidectomy,140,341,8.4,31.0,58.800000000000004,217.0
13788,2013/14,All Health Authorities,All Facilities,Prostate Surgery,1161,5014,5.0,21.0,35.0,147.0
13789,2013/14,All Health Authorities,All Facilities,Rectal Surgery,764,1742,7.7,33.1,53.9,231.70000000000002
13790,2013/14,All Health Authorities,All Facilities,Rib Resection,9,34,5.8,26.5,40.6,185.5
13791,2013/14,All Health Authorities,All Facilities,Scope of Chest,64,576,2.3,6.1,16.099999999999998,42.699999999999996
13792,2013/14,All Health Authorities,All Facilities,Shoulder Surgery,2000,3430,9.7,46.0,67.89999999999999,322.0
13793,2013/14,All Health Authorities,All Facilities,Shunt Insertion/Removal,3,27,2.1,9.5,14.700000000000001,66.5
13794,2013/14,All Health Authorities,All Facilities,Sinus Surgery,1155,1951,14.0,61.7,98.0,431.90000000000003
13795,2013/14,All Health Authorities,All Facilities,Skin Surgery,288,910,5.7,28.7,39.9,200.9
13796,2013/14,All Health Authorities,All Facilities,Skin Tumour Removal,658,2915,3.7,17.9,25.900000000000002,125.29999999999998
13797,2013/14,All Health Authorities,All Facilities,Sphincterotomy,74,181,6.0,39.4,42.0,275.8
13798,2013/14,All Health Authorities,All Facilities,Spinal/Back Surgery,1424,3493,8.0,32.1,56.0,224.70000000000002
13799,2013/14,All Health Authorities,All Facilities,Tendon Surgery,252,757,4.3,25.1,30.099999999999998,175.70000000000002
13800,2013/14,All Health Authorities,All Facilities,Thoracotomy,9,131,2.0,5.3,14.0,37.1
13801,2013/14,All Health Authorities,All Facilities,Thyroidectomy,378,1296,6.3,25.2,44.1,176.4
13802,2013/14,All Health Authorities,All Facilities,Tonsillectomy/Adenoidectomy,1376,3641,9.0,30.6,63.0,214.20000000000002
13803,2013/14,All Health Authorities,All Facilities,Tympanoplasty,387,815,10.0,60.9,70.0,426.3
13804,2013/14,All Health Authorities,All Facilities,Uterine Surgery,2621,11710,4.7,17.1,32.9,119.70000000000002
13805,2013/14,All Health Authorities,All Facilities,Vaginal Repair,601,1583,7.7,30.6,53.9,214.20000000000002
13806,2013/14,All Health Authorities,All Facilities,Varicose Veins Ligation/Stripping,1429,1360,15.9,104.0,111.3,728.0
13807,2013/14,All Health Authorities,All Facilities,Vascular Bypass Graft - Non Cardiac,165,616,2.9,17.8,20.3,124.60000000000001
13808,2013/14,All Health Authorities,All Facilities,Vascular Surgery - Other,292,1731,2.3,11.0,16.099999999999998,77.0
13809,2013/14,All Health Authorities,All Facilities,Wound/Laceration Care,263,972,3.3,20.0,23.099999999999998,140.0
17174,2014/15,All Health Authorities,All Facilities,Abdominoplasty,58,162,15.4,39.0,107.8,273.0
17175,2014/15,All Health Authorities,All Facilities,All Other Procedures,1026,4989,3.9,17.0,27.3,119.0
17177,2014/15,All Health Authorities,All Facilities,Aortic Aneurysm Repair,54,446,3.6,12.1,25.2,84.7
17178,2014/15,All Health Authorities,All Facilities,Appendectomy,44,163,3.3,11.9,23.099999999999998,83.3
17179,2014/15,All Health Authorities,All Facilities,Bariatric Surgery,68,363,6.6,69.7,46.199999999999996,487.90000000000003
17180,2014/15,All Health Authorities,All Facilities,Biopsy in OR,342,2424,2.7,11.7,18.900000000000002,81.89999999999999
17181,2014/15,All Health Authorities,All Facilities,Bladder Surgery,1033,5373,4.0,20.8,28.0,145.6
17182,2014/15,All Health Authorities,All Facilities,Bowel Resection,470,3218,3.1,11.4,21.7,79.8
17183,2014/15,All Health Authorities,All Facilities,Breast Biopsy,124,1619,2.4,6.3,16.8,44.1
17184,2014/15,All Health Authorities,All Facilities,Breast Reconstruction,565,1223,8.1,40.0,56.699999999999996,280.0
17185,2014/15,All Health Authorities,All Facilities,Breast Reduction,1038,1794,13.6,44.0,95.2,308.0
17186,2014/15,All Health Authorities,All Facilities,Cataract Surgery,19492,51219,9.1,32.6,63.699999999999996,228.20000000000002
17187,2014/15,All Health Authorities,All Facilities,Cholecystectomy,1632,5582,5.6,23.6,39.199999999999996,165.20000000000002
17188,2014/15,All Health Authorities,All Facilities,Colostomy/Ileostomy,211,686,6.0,26.9,42.0,188.29999999999998
17189,2014/15,All Health Authorities,All Facilities,Cone Biopsy,40,414,3.4,9.5,23.8,66.5
17190,2014/15,All Health Authorities,All Facilities,Cranial Surgery,148,926,2.1,16.4,14.700000000000001,114.79999999999998
17191,2014/15,All Health Authorities,All Facilities,CSF Drainage,13,599,0.1,1.0,0.7000000000000001,7.0
17192,2014/15,All Health Authorities,All Facilities,Cyst/Ganglion Removal,426,1231,6.3,25.6,44.1,179.20000000000002
17193,2014/15,All Health Authorities,All Facilities,D&C and Related Surgery,989,5291,3.9,13.9,27.3,97.3
17194,2014/15,All Health Authorities,All Facilities,Dental Surgery,2024,6297,7.1,29.4,49.699999999999996,205.79999999999998
17195,2014/15,All Health Authorities,All Facilities,Endarterectomy,139,608,2.7,15.5,18.900000000000002,108.5
17196,2014/15,All Health Authorities,All Facilities,Esophagectomy,26,110,2.7,20.4,18.900000000000002,142.79999999999998
17197,2014/15,All Health Authorities,All Facilities,Examination Under Anaesthetic,227,977,4.1,21.9,28.699999999999996,153.29999999999998
17198,2014/15,All Health Authorities,All Facilities,Excision Gynecomastia,76,200,9.9,33.6,69.3,235.20000000000002
17199,2014/15,All Health Authorities,All Facilities,Excision Lesion/Tumour,506,2422,4.0,17.3,28.0,121.10000000000001
17200,2014/15,All Health Authorities,All Facilities,Facial Bone Reconstruction,177,676,5.3,22.8,37.1,159.6
17201,2014/15,All Health Authorities,All Facilities,Fallopian Tube/Ovarian Surgery,965,3727,5.6,20.7,39.199999999999996,144.9
17202,2014/15,All Health Authorities,All Facilities,Fistula Repair - Non Vascular,53,157,8.6,30.9,60.199999999999996,216.29999999999998
17203,2014/15,All Health Authorities,All Facilities,Foot/Ankle Surgery,394,850,12.0,39.0,84.0,273.0
17204,2014/15,All Health Authorities,All Facilities,Foreign Body Removal Surgery,40,199,3.1,15.5,21.7,108.5
17205,2014/15,All Health Authorities,All Facilities,Fracture Repair,140,1120,0.9,9.7,6.3,67.89999999999999
17206,2014/15,All Health Authorities,All Facilities,Free Flap Graft,22,115,3.1,16.4,21.7,114.79999999999998
17207,2014/15,All Health Authorities,All Facilities,Gastrostomy/Jejunostomy,7,93,1.6,10.5,11.200000000000001,73.5
17208,2014/15,All Health Authorities,All Facilities,Hand/Wrist Surgery,673,2022,7.0,26.3,49.0,184.1
17209,2014/15,All Health Authorities,All Facilities,Hernia Repair - Abdominal,4264,11310,8.1,33.9,56.699999999999996,237.29999999999998
17210,2014/15,All Health Authorities,All Facilities,Hernia Repair - Hiatal,198,239,14.7,49.1,102.89999999999999,343.7
17211,2014/15,All Health Authorities,All Facilities,Hip Replacement,3089,5233,18.6,46.4,130.20000000000002,324.8
17212,2014/15,All Health Authorities,All Facilities,Kidney/Bladder Stone Removal,294,1891,4.0,12.4,28.0,86.8
17213,2014/15,All Health Authorities,All Facilities,Knee - ACL Repair,645,1882,8.4,34.3,58.800000000000004,240.09999999999997
17214,2014/15,All Health Authorities,All Facilities,Knee - Meniscectomy,564,2578,7.4,29.6,51.800000000000004,207.20000000000002
17215,2014/15,All Health Authorities,All Facilities,Knee Arthroscopy,2046,4714,9.6,36.0,67.2,252.0
17216,2014/15,All Health Authorities,All Facilities,Knee Replacement,6055,7295,24.0,50.6,168.0,354.2
17217,2014/15,All Health Authorities,All Facilities,Laparoscopy,232,1259,4.4,18.4,30.800000000000004,128.79999999999998
17218,2014/15,All Health Authorities,All Facilities,Laparotomy,32,376,3.0,16.0,21.0,112.0
17219,2014/15,All Health Authorities,All Facilities,Lens & Vitreous (non-cataract) Surgery,911,2739,5.0,26.0,35.0,182.0
17220,2014/15,All Health Authorities,All Facilities,Ligament Surgery,40,142,5.6,26.9,39.199999999999996,188.29999999999998
17221,2014/15,All Health Authorities,All Facilities,Lipectomy,34,106,4.9,17.9,34.300000000000004,125.29999999999998
17222,2014/15,All Health Authorities,All Facilities,Lung Surgery,54,656,2.1,6.2,14.700000000000001,43.4
17223,2014/15,All Health Authorities,All Facilities,Male Reproductive Surgery,786,2202,7.3,28.0,51.1,196.0
17224,2014/15,All Health Authorities,All Facilities,Mastectomy,361,4147,2.4,7.0,16.8,49.0
17225,2014/15,All Health Authorities,All Facilities,Mastoidectomy,155,355,10.1,33.2,70.7,232.40000000000003
17226,2014/15,All Health Authorities,All Facilities,Myringotomy,493,1533,5.4,20.6,37.800000000000004,144.20000000000002
17227,2014/15,All Health Authorities,All Facilities,Nasal Surgery,1680,3334,11.0,36.7,77.0,256.90000000000003
17228,2014/15,All Health Authorities,All Facilities,Nerve Surgery,341,944,6.1,32.1,42.699999999999996,224.70000000000002
17229,2014/15,All Health Authorities,All Facilities,Oral Cavity & Pharynx Surgery,140,394,7.1,26.0,49.699999999999996,182.0
17230,2014/15,All Health Authorities,All Facilities,Other Ear Surgery,87,269,6.7,32.8,46.9,229.59999999999997
17231,2014/15,All Health Authorities,All Facilities,Other Eye Surgery,1461,4512,5.1,26.6,35.699999999999996,186.20000000000002
17232,2014/15,All Health Authorities,All Facilities,Other Joint Reconstruction,1147,1953,10.6,38.7,74.2,270.90000000000003
17233,2014/15,All Health Authorities,All Facilities,Other Orthopaedic Surgery,2030,6700,5.7,29.4,39.9,205.79999999999998
17234,2014/15,All Health Authorities,All Facilities,Other Urology Surgery,1217,6981,3.4,14.7,23.8,102.89999999999999
17235,2014/15,All Health Authorities,All Facilities,Parotidectomy,186,351,10.7,36.0,74.89999999999999,252.0
17236,2014/15,All Health Authorities,All Facilities,Prostate Surgery,1232,4871,5.0,19.9,35.0,139.29999999999998
17237,2014/15,All Health Authorities,All Facilities,Rectal Surgery,683,1712,8.4,35.6,58.800000000000004,249.20000000000002
17238,2014/15,All Health Authorities,All Facilities,Rib Resection,7,34,5.3,24.1,37.1,168.70000000000002
17239,2014/15,All Health Authorities,All Facilities,Scope of Chest,67,627,2.9,7.1,20.3,49.699999999999996
17240,2014/15,All Health Authorities,All Facilities,Shoulder Surgery,1756,3614,10.9,38.9,76.3,272.3
17241,2014/15,All Health Authorities,All Facilities,Shunt Insertion/Removal,3,23,1.0,4.1,7.0,28.699999999999996
17242,2014/15,All Health Authorities,All Facilities,Sinus Surgery,1232,1791,12.4,49.1,86.8,343.7
17243,2014/15,All Health Authorities,All Facilities,Skin Surgery,264,830,6.0,29.9,42.0,209.29999999999998
17244,2014/15,All Health Authorities,All Facilities,Skin Tumour Removal,635,3144,3.7,16.7,25.900000000000002,116.89999999999999
17245,2014/15,All Health Authorities,All Facilities,Sphincterotomy,38,169,6.0,33.1,42.0,231.70000000000002
17246,2014/15,All Health Authorities,All Facilities,Spinal/Back Surgery,1570,3506,8.1,31.3,56.699999999999996,219.1
