,year,h_a,hosp,prcd,waiting,comp,wait_med,wait_90,wait_median_d,wait_90_d
6957,2011/12,Fraser,All Facilities,Colostomy/Ileostomy,46,122,6.9,23.7,48.300000000000004,165.9
6958,2011/12,Fraser,All Facilities,Cone Biopsy,24,182,3.3,7.7,23.099999999999998,53.9
6959,2011/12,Fraser,All Facilities,Cranial Surgery,14,151,1.1,5.1,7.700000000000001,35.699999999999996
6960,2011/12,Fraser,All Facilities,CSF Drainage,3,33,2.6,6.9,18.2,48.300000000000004
6961,2011/12,Fraser,All Facilities,Cyst/Ganglion Removal,21,77,4.1,16.8,28.699999999999996,117.60000000000001
6962,2011/12,Fraser,All Facilities,D&C and Related Surgery,532,2151,3.4,14.0,23.8,98.0
6963,2011/12,Fraser,All Facilities,Dental Surgery,416,1043,5.0,26.8,35.0,187.6
6964,2011/12,Fraser,All Facilities,Endarterectomy,25,176,3.7,13.1,25.900000000000002,91.7
6965,2011/12,Fraser,All Facilities,Esophagectomy,6,36,2.9,13.4,20.3,93.8
6966,2011/12,Fraser,All Facilities,Examination Under Anaesthetic,55,189,3.0,15.9,21.0,111.3
6967,2011/12,Fraser,All Facilities,Excision Gynecomastia,43,113,6.9,37.5,48.300000000000004,262.5
6968,2011/12,Fraser,All Facilities,Excision Lesion/Tumour,123,485,4.0,17.4,28.0,121.79999999999998
6969,2011/12,Fraser,All Facilities,Facial Bone Reconstruction,58,189,6.3,20.7,44.1,144.9
6970,2011/12,Fraser,All Facilities,Fallopian Tube/Ovarian Surgery,447,1060,6.8,27.7,47.6,193.9
6971,2011/12,Fraser,All Facilities,Fistula Repair - Non Vascular,26,92,4.9,21.1,34.300000000000004,147.70000000000002
6972,2011/12,Fraser,All Facilities,Foot/Ankle Surgery,135,169,10.0,39.5,70.0,276.5
6973,2011/12,Fraser,All Facilities,Foreign Body Removal Surgery,17,56,2.0,17.4,14.0,121.79999999999998
6974,2011/12,Fraser,All Facilities,Fracture Repair,81,379,0.7,10.9,4.8999999999999995,76.3
6975,2011/12,Fraser,All Facilities,Free Flap Graft,3,12,1.8,8.4,12.6,58.800000000000004
6977,2011/12,Fraser,All Facilities,Hand/Wrist Surgery,266,578,8.6,34.0,60.199999999999996,238.0
6978,2011/12,Fraser,All Facilities,Hernia Repair - Abdominal,1210,3386,7.6,26.9,53.199999999999996,188.29999999999998
6979,2011/12,Fraser,All Facilities,Hernia Repair - Hiatal,145,51,12.0,44.7,84.0,312.90000000000003
6980,2011/12,Fraser,All Facilities,Hip Replacement,301,757,11.7,31.7,81.89999999999999,221.9
6981,2011/12,Fraser,All Facilities,Kidney/Bladder Stone Removal,67,279,3.3,9.5,23.099999999999998,66.5
6982,2011/12,Fraser,All Facilities,Knee - ACL Repair,282,601,10.9,33.6,76.3,235.20000000000002
6983,2011/12,Fraser,All Facilities,Knee - Meniscectomy,179,820,6.6,24.7,46.199999999999996,172.9
6984,2011/12,Fraser,All Facilities,Knee Arthroscopy,866,1545,5.9,31.9,41.300000000000004,223.29999999999998
6985,2011/12,Fraser,All Facilities,Knee Replacement,941,1560,16.0,41.0,112.0,287.0
6986,2011/12,Fraser,All Facilities,Laparoscopy,145,486,4.2,20.5,29.400000000000002,143.5
6987,2011/12,Fraser,All Facilities,Laparotomy,27,160,3.7,12.2,25.900000000000002,85.39999999999999
6988,2011/12,Fraser,All Facilities,Lens & Vitreous (non-cataract) Surgery,297,1311,4.0,18.9,28.0,132.29999999999998
6989,2011/12,Fraser,All Facilities,Ligament Surgery,47,98,10.0,26.8,70.0,187.6
6991,2011/12,Fraser,All Facilities,Lung Surgery,25,168,3.1,8.3,21.7,58.10000000000001
6992,2011/12,Fraser,All Facilities,Male Reproductive Surgery,209,410,6.6,36.0,46.199999999999996,252.0
6993,2011/12,Fraser,All Facilities,Mastectomy,80,820,2.1,7.0,14.700000000000001,49.0
6994,2011/12,Fraser,All Facilities,Mastoidectomy,47,47,12.0,52.6,84.0,368.2
6995,2011/12,Fraser,All Facilities,Myringotomy,347,520,6.7,23.0,46.9,161.0
6996,2011/12,Fraser,All Facilities,Nasal Surgery,1036,983,18.3,43.6,128.1,305.2
6997,2011/12,Fraser,All Facilities,Nerve Surgery,49,150,4.0,20.9,28.0,146.29999999999998
6998,2011/12,Fraser,All Facilities,Oral Cavity & Pharynx Surgery,22,28,7.2,28.2,50.4,197.4
6999,2011/12,Fraser,All Facilities,Other Ear Surgery,29,39,8.1,36.6,56.699999999999996,256.2
7000,2011/12,Fraser,All Facilities,Other Eye Surgery,253,626,5.8,27.5,40.6,192.5
7001,2011/12,Fraser,All Facilities,Other Joint Reconstruction,196,508,5.0,25.0,35.0,175.0
7002,2011/12,Fraser,All Facilities,Other Orthopaedic Surgery,572,1309,6.0,28.5,42.0,199.5
7003,2011/12,Fraser,All Facilities,Other Urology Surgery,389,1657,4.1,17.3,28.699999999999996,121.10000000000001
7004,2011/12,Fraser,All Facilities,Parotidectomy,33,84,5.6,22.9,39.199999999999996,160.29999999999998
7005,2011/12,Fraser,All Facilities,Prostate Surgery,529,1420,5.7,26.1,39.9,182.70000000000002
7006,2011/12,Fraser,All Facilities,Rectal Surgery,204,405,7.7,29.2,53.9,204.4
7007,2011/12,Fraser,All Facilities,Scope of Chest,15,86,2.1,6.9,14.700000000000001,48.300000000000004
7008,2011/12,Fraser,All Facilities,Shoulder Surgery,537,624,12.2,34.1,85.39999999999999,238.70000000000002
7009,2011/12,Fraser,All Facilities,Sinus Surgery,448,781,16.7,40.9,116.89999999999999,286.3
7010,2011/12,Fraser,All Facilities,Skin Surgery,83,234,4.4,26.0,30.800000000000004,182.0
7011,2011/12,Fraser,All Facilities,Skin Tumour Removal,339,1043,3.3,19.3,23.099999999999998,135.1
7012,2011/12,Fraser,All Facilities,Sphincterotomy,31,46,5.1,21.9,35.699999999999996,153.29999999999998
7013,2011/12,Fraser,All Facilities,Spinal/Back Surgery,438,763,7.0,37.0,49.0,259.0
7014,2011/12,Fraser,All Facilities,Tendon Surgery,64,201,1.7,18.9,11.9,132.29999999999998
7015,2011/12,Fraser,All Facilities,Thoracotomy,3,13,4.6,11.0,32.199999999999996,77.0
7016,2011/12,Fraser,All Facilities,Thyroidectomy,110,335,5.6,21.0,39.199999999999996,147.0
7017,2011/12,Fraser,All Facilities,Tonsillectomy/Adenoidectomy,665,1099,11.7,31.4,81.89999999999999,219.79999999999998
7018,2011/12,Fraser,All Facilities,Tympanoplasty,170,178,19.8,44.4,138.6,310.8
7019,2011/12,Fraser,All Facilities,Uterine Surgery,840,3088,6.0,22.4,42.0,156.79999999999998
7020,2011/12,Fraser,All Facilities,Vaginal Repair,223,397,9.9,40.1,69.3,280.7
7021,2011/12,Fraser,All Facilities,Varicose Veins Ligation/Stripping,266,303,4.1,27.7,28.699999999999996,193.9
7022,2011/12,Fraser,All Facilities,Vascular Bypass Graft - Non Cardiac,28,86,4.4,18.5,30.800000000000004,129.5
7023,2011/12,Fraser,All Facilities,Vascular Surgery - Other,69,376,2.9,8.7,20.3,60.89999999999999
7024,2011/12,Fraser,All Facilities,Wound/Laceration Care,146,359,4.1,23.5,28.699999999999996,164.5
7643,2011/12,Interior,All Facilities,Abdominoplasty,28,31,11.1,60.1,77.7,420.7
7644,2011/12,Interior,All Facilities,All Other Procedures,144,779,3.7,17.7,25.900000000000002,123.89999999999999
7646,2011/12,Interior,All Facilities,Aortic Aneurysm Repair,3,40,3.7,9.6,25.900000000000002,67.2
7647,2011/12,Interior,All Facilities,Appendectomy,5,10,4.0,8.0,28.0,56.0
7649,2011/12,Interior,All Facilities,Biopsy in OR,100,735,2.1,9.2,14.700000000000001,64.39999999999999
7650,2011/12,Interior,All Facilities,Bladder Surgery,252,1182,4.6,23.1,32.199999999999996,161.70000000000002
7651,2011/12,Interior,All Facilities,Bowel Resection,80,596,2.9,8.9,20.3,62.300000000000004
7652,2011/12,Interior,All Facilities,Breast Biopsy,34,401,2.3,5.6,16.099999999999998,39.199999999999996
7653,2011/12,Interior,All Facilities,Breast Reconstruction,90,236,5.7,20.5,39.9,143.5
7654,2011/12,Interior,All Facilities,Breast Reduction,170,469,10.1,38.3,70.7,268.09999999999997
7655,2011/12,Interior,All Facilities,Cataract Surgery,1931,8491,4.9,24.0,34.300000000000004,168.0
7656,2011/12,Interior,All Facilities,Cholecystectomy,334,1178,5.6,25.0,39.199999999999996,175.0
7657,2011/12,Interior,All Facilities,Colostomy/Ileostomy,34,157,6.1,23.6,42.699999999999996,165.20000000000002
7658,2011/12,Interior,All Facilities,Cone Biopsy,10,114,3.1,8.1,21.7,56.699999999999996
7659,2011/12,Interior,All Facilities,Cranial Surgery,7,118,1.2,5.3,8.4,37.1
7660,2011/12,Interior,All Facilities,Cyst/Ganglion Removal,102,189,6.3,27.5,44.1,192.5
7661,2011/12,Interior,All Facilities,D&C and Related Surgery,249,1608,3.1,11.3,21.7,79.10000000000001
7662,2011/12,Interior,All Facilities,Dental Surgery,359,988,5.4,27.1,37.800000000000004,189.70000000000002
7663,2011/12,Interior,All Facilities,Endarterectomy,6,142,1.8,6.4,12.6,44.800000000000004
7664,2011/12,Interior,All Facilities,Esophagectomy,6,33,2.0,5.4,14.0,37.800000000000004
7665,2011/12,Interior,All Facilities,Examination Under Anaesthetic,21,67,4.9,16.6,34.300000000000004,116.20000000000002
7666,2011/12,Interior,All Facilities,Excision Gynecomastia,3,6,3.3,58.1,23.099999999999998,406.7
7667,2011/12,Interior,All Facilities,Excision Lesion/Tumour,51,309,3.6,13.6,25.2,95.2
7668,2011/12,Interior,All Facilities,Facial Bone Reconstruction,61,67,13.7,97.3,95.89999999999999,681.1
7669,2011/12,Interior,All Facilities,Fallopian Tube/Ovarian Surgery,197,778,4.4,17.5,30.800000000000004,122.5
7670,2011/12,Interior,All Facilities,Fistula Repair - Non Vascular,5,6,5.1,8.6,35.699999999999996,60.199999999999996
7671,2011/12,Interior,All Facilities,Foot/Ankle Surgery,211,192,20.0,40.9,140.0,286.3
7672,2011/12,Interior,All Facilities,Foreign Body Removal Surgery,14,47,2.6,15.0,18.2,105.0
7673,2011/12,Interior,All Facilities,Fracture Repair,51,198,1.0,14.7,7.0,102.89999999999999
7674,2011/12,Interior,All Facilities,Free Flap Graft,3,33,5.6,29.7,39.199999999999996,207.9
7675,2011/12,Interior,All Facilities,Gastrostomy/Jejunostomy,3,5,0.9,4.1,6.3,28.699999999999996
7676,2011/12,Interior,All Facilities,Hand/Wrist Surgery,220,594,7.9,27.1,55.300000000000004,189.70000000000002
7677,2011/12,Interior,All Facilities,Hernia Repair - Abdominal,856,2238,7.3,28.9,51.1,202.29999999999998
7678,2011/12,Interior,All Facilities,Hernia Repair - Hiatal,25,66,23.6,47.5,165.20000000000002,332.5
7679,2011/12,Interior,All Facilities,Hip Replacement,478,958,14.4,42.8,100.8,299.59999999999997
7680,2011/12,Interior,All Facilities,Kidney/Bladder Stone Removal,25,267,2.3,10.7,16.099999999999998,74.89999999999999
7681,2011/12,Interior,All Facilities,Knee - ACL Repair,213,357,11.1,37.1,77.7,259.7
7682,2011/12,Interior,All Facilities,Knee - Meniscectomy,274,1102,8.9,31.1,62.300000000000004,217.70000000000002
7683,2011/12,Interior,All Facilities,Knee Arthroscopy,778,1071,9.1,32.7,63.699999999999996,228.90000000000003
7684,2011/12,Interior,All Facilities,Knee Replacement,1060,1486,17.9,48.6,125.29999999999998,340.2
7685,2011/12,Interior,All Facilities,Laparoscopy,47,298,4.4,16.9,30.800000000000004,118.29999999999998
7686,2011/12,Interior,All Facilities,Laparotomy,8,66,2.8,9.9,19.599999999999998,69.3
7687,2011/12,Interior,All Facilities,Lens & Vitreous (non-cataract) Surgery,27,239,3.3,30.3,23.099999999999998,212.1
7688,2011/12,Interior,All Facilities,Ligament Surgery,26,42,9.3,72.1,65.10000000000001,504.69999999999993
7689,2011/12,Interior,All Facilities,Lipectomy,6,17,3.3,11.1,23.099999999999998,77.7
7690,2011/12,Interior,All Facilities,Lung Surgery,6,55,2.3,4.4,16.099999999999998,30.800000000000004
7691,2011/12,Interior,All Facilities,Male Reproductive Surgery,93,347,6.6,21.3,46.199999999999996,149.1
7692,2011/12,Interior,All Facilities,Mastectomy,59,734,2.1,5.2,14.700000000000001,36.4
7693,2011/12,Interior,All Facilities,Mastoidectomy,20,28,12.6,44.9,88.2,314.3
7694,2011/12,Interior,All Facilities,Myringotomy,84,326,6.0,16.0,42.0,112.0
7695,2011/12,Interior,All Facilities,Nasal Surgery,486,608,13.4,64.6,93.8,452.19999999999993
7696,2011/12,Interior,All Facilities,Nerve Surgery,235,401,10.3,31.7,72.10000000000001,221.9
7697,2011/12,Interior,All Facilities,Oral Cavity & Pharynx Surgery,9,29,6.7,24.7,46.9,172.9
7698,2011/12,Interior,All Facilities,Other Ear Surgery,13,31,19.4,104.4,135.79999999999998,730.8000000000001
7699,2011/12,Interior,All Facilities,Other Eye Surgery,108,288,7.0,55.2,49.0,386.40000000000003
7700,2011/12,Interior,All Facilities,Other Joint Reconstruction,307,334,14.5,52.9,101.5,370.3
7701,2011/12,Interior,All Facilities,Other Orthopaedic Surgery,655,1374,7.4,43.2,51.800000000000004,302.40000000000003
7702,2011/12,Interior,All Facilities,Other Urology Surgery,182,912,4.3,15.6,30.099999999999998,109.2
7703,2011/12,Interior,All Facilities,Parotidectomy,27,64,8.1,24.9,56.699999999999996,174.29999999999998
7704,2011/12,Interior,All Facilities,Prostate Surgery,131,677,4.6,15.2,32.199999999999996,106.39999999999999
7705,2011/12,Interior,All Facilities,Rectal Surgery,109,291,7.9,34.4,55.300000000000004,240.79999999999998
7706,2011/12,Interior,All Facilities,Rib Resection,29,43,27.0,41.0,189.0,287.0
7707,2011/12,Interior,All Facilities,Scope of Chest,19,213,1.9,4.9,13.299999999999999,34.300000000000004
7708,2011/12,Interior,All Facilities,Shoulder Surgery,810,803,14.9,55.0,104.3,385.0
7709,2011/12,Interior,All Facilities,Shunt Insertion/Removal,3,12,2.2,11.8,15.400000000000002,82.60000000000001
7710,2011/12,Interior,All Facilities,Sinus Surgery,272,341,16.4,112.3,114.79999999999998,786.1
7711,2011/12,Interior,All Facilities,Skin Surgery,37,184,4.4,21.9,30.800000000000004,153.29999999999998
7712,2011/12,Interior,All Facilities,Skin Tumour Removal,109,544,3.7,14.4,25.900000000000002,100.8
7713,2011/12,Interior,All Facilities,Sphincterotomy,39,60,4.9,21.3,34.300000000000004,149.1
7714,2011/12,Interior,All Facilities,Spinal/Back Surgery,601,904,10.9,48.8,76.3,341.59999999999997
7715,2011/12,Interior,All Facilities,Tendon Surgery,66,141,5.7,32.9,39.9,230.29999999999998
7716,2011/12,Interior,All Facilities,Thoracotomy,11,63,2.4,4.8,16.8,33.6
7717,2011/12,Interior,All Facilities,Thyroidectomy,37,204,4.9,22.0,34.300000000000004,154.0
7718,2011/12,Interior,All Facilities,Tonsillectomy/Adenoidectomy,470,1068,9.1,34.8,63.699999999999996,243.59999999999997
7719,2011/12,Interior,All Facilities,Tympanoplasty,132,136,23.7,57.6,165.9,403.2
7720,2011/12,Interior,All Facilities,Uterine Surgery,351,1780,5.0,19.7,35.0,137.9
7721,2011/12,Interior,All Facilities,Vaginal Repair,115,359,6.1,28.3,42.699999999999996,198.1
7722,2011/12,Interior,All Facilities,Varicose Veins Ligation/Stripping,160,215,14.1,90.8,98.7,635.6
7723,2011/12,Interior,All Facilities,Vascular Bypass Graft - Non Cardiac,17,198,2.0,9.8,14.0,68.60000000000001
7724,2011/12,Interior,All Facilities,Vascular Surgery - Other,47,374,1.6,9.9,11.200000000000001,69.3
7725,2011/12,Interior,All Facilities,Wound/Laceration Care,12,95,1.9,8.0,13.299999999999999,56.0
8356,2011/12,Northern,All Facilities,Abdominoplasty,3,10,2.7,10.5,18.900000000000002,73.5
8357,2011/12,Northern,All Facilities,All Other Procedures,317,2261,4.1,12.0,28.699999999999996,84.0
8359,2011/12,Northern,All Facilities,Aortic Aneurysm Repair,3,28,4.3,15.0,30.099999999999998,105.0
8360,2011/12,Northern,All Facilities,Appendectomy,0,9,0.7,4.8,4.8999999999999995,33.6
8362,2011/12,Northern,All Facilities,Biopsy in OR,15,122,2.9,9.7,20.3,67.89999999999999
8363,2011/12,Northern,All Facilities,Bladder Surgery,59,307,4.9,27.8,34.300000000000004,194.6
8364,2011/12,Northern,All Facilities,Bowel Resection,7,179,3.0,8.3,21.0,58.10000000000001
8365,2011/12,Northern,All Facilities,Breast Biopsy,12,128,2.7,6.8,18.900000000000002,47.6
8366,2011/12,Northern,All Facilities,Breast Reconstruction,9,71,4.0,17.6,28.0,123.20000000000002
8367,2011/12,Northern,All Facilities,Breast Reduction,55,68,16.9,31.7,118.29999999999998,221.9
8368,2011/12,Northern,All Facilities,Cataract Surgery,605,1734,8.9,30.9,62.300000000000004,216.29999999999998
8369,2011/12,Northern,All Facilities,Cholecystectomy,91,474,4.4,18.6,30.800000000000004,130.20000000000002
8370,2011/12,Northern,All Facilities,Colostomy/Ileostomy,8,34,4.4,24.4,30.800000000000004,170.79999999999998
8371,2011/12,Northern,All Facilities,Cone Biopsy,6,83,3.1,6.1,21.7,42.699999999999996
8373,2011/12,Northern,All Facilities,Cyst/Ganglion Removal,40,193,4.0,14.2,28.0,99.39999999999999
8374,2011/12,Northern,All Facilities,D&C and Related Surgery,16,245,4.4,14.9,30.800000000000004,104.3
8375,2011/12,Northern,All Facilities,Dental Surgery,194,897,4.4,20.9,30.800000000000004,146.29999999999998
8376,2011/12,Northern,All Facilities,Endarterectomy,3,19,2.6,22.1,18.2,154.70000000000002
8378,2011/12,Northern,All Facilities,Examination Under Anaesthetic,13,74,4.0,17.1,28.0,119.70000000000002
8379,2011/12,Northern,All Facilities,Excision Gynecomastia,3,8,10.5,20.9,73.5,146.29999999999998
8380,2011/12,Northern,All Facilities,Excision Lesion/Tumour,21,220,4.3,9.8,30.099999999999998,68.60000000000001
8381,2011/12,Northern,All Facilities,Facial Bone Reconstruction,3,26,3.1,6.4,21.7,44.800000000000004
8382,2011/12,Northern,All Facilities,Fallopian Tube/Ovarian Surgery,57,262,6.9,22.6,48.300000000000004,158.20000000000002
8383,2011/12,Northern,All Facilities,Fistula Repair - Non Vascular,3,8,4.6,8.7,32.199999999999996,60.89999999999999
8384,2011/12,Northern,All Facilities,Foot/Ankle Surgery,36,91,9.7,35.0,67.89999999999999,245.0
8385,2011/12,Northern,All Facilities,Foreign Body Removal Surgery,6,29,2.0,15.7,14.0,109.89999999999999
8386,2011/12,Northern,All Facilities,Fracture Repair,11,60,2.0,16.9,14.0,118.29999999999998
8387,2011/12,Northern,All Facilities,Free Flap Graft,3,7,4.0,4.7,28.0,32.9
8388,2011/12,Northern,All Facilities,Gastrostomy/Jejunostomy,3,7,1.1,3.9,7.700000000000001,27.3
8389,2011/12,Northern,All Facilities,Hand/Wrist Surgery,43,195,4.3,17.1,30.099999999999998,119.70000000000002
8390,2011/12,Northern,All Facilities,Hernia Repair - Abdominal,193,765,6.0,25.9,42.0,181.29999999999998
8391,2011/12,Northern,All Facilities,Hernia Repair - Hiatal,6,18,4.9,14.9,34.300000000000004,104.3
8392,2011/12,Northern,All Facilities,Hip Replacement,126,249,9.9,31.1,69.3,217.70000000000002
8393,2011/12,Northern,All Facilities,Kidney/Bladder Stone Removal,18,66,4.2,20.7,29.400000000000002,144.9
8394,2011/12,Northern,All Facilities,Knee - ACL Repair,51,112,10.4,51.4,72.8,359.8
8395,2011/12,Northern,All Facilities,Knee - Meniscectomy,49,141,7.1,23.6,49.699999999999996,165.20000000000002
8396,2011/12,Northern,All Facilities,Knee Arthroscopy,123,457,7.4,31.4,51.800000000000004,219.79999999999998
8397,2011/12,Northern,All Facilities,Knee Replacement,239,475,15.7,42.3,109.89999999999999,296.09999999999997
8398,2011/12,Northern,All Facilities,Laparoscopy,14,92,3.9,13.0,27.3,91.0
8399,2011/12,Northern,All Facilities,Laparotomy,7,36,3.3,12.8,23.099999999999998,89.60000000000001
8400,2011/12,Northern,All Facilities,Lens & Vitreous (non-cataract) Surgery,19,25,4.6,16.9,32.199999999999996,118.29999999999998
8402,2011/12,Northern,All Facilities,Lipectomy,16,59,6.0,21.7,42.0,151.9
8403,2011/12,Northern,All Facilities,Male Reproductive Surgery,68,231,7.4,29.9,51.800000000000004,209.29999999999998
8404,2011/12,Northern,All Facilities,Mastectomy,19,190,2.1,7.7,14.700000000000001,53.9
8406,2011/12,Northern,All Facilities,Myringotomy,17,109,4.7,14.3,32.9,100.10000000000001
8407,2011/12,Northern,All Facilities,Nasal Surgery,41,88,6.1,24.8,42.699999999999996,173.6
8408,2011/12,Northern,All Facilities,Nerve Surgery,20,95,5.9,22.3,41.300000000000004,156.1
8409,2011/12,Northern,All Facilities,Oral Cavity & Pharynx Surgery,3,9,2.0,8.2,14.0,57.39999999999999
8410,2011/12,Northern,All Facilities,Other Ear Surgery,0,13,10.0,22.3,70.0,156.1
8411,2011/12,Northern,All Facilities,Other Eye Surgery,32,71,6.6,24.4,46.199999999999996,170.79999999999998
8412,2011/12,Northern,All Facilities,Other Joint Reconstruction,39,99,11.0,39.3,77.0,275.09999999999997
8413,2011/12,Northern,All Facilities,Other Orthopaedic Surgery,243,766,5.9,24.8,41.300000000000004,173.6
8414,2011/12,Northern,All Facilities,Other Urology Surgery,70,356,4.4,27.1,30.800000000000004,189.70000000000002
8415,2011/12,Northern,All Facilities,Parotidectomy,3,16,4.9,13.9,34.300000000000004,97.3
8416,2011/12,Northern,All Facilities,Prostate Surgery,53,178,5.4,37.7,37.800000000000004,263.90000000000003
8417,2011/12,Northern,All Facilities,Rectal Surgery,26,81,7.1,26.7,49.699999999999996,186.9
8418,2011/12,Northern,All Facilities,Shoulder Surgery,181,349,12.9,66.4,90.3,464.80000000000007
8419,2011/12,Northern,All Facilities,Sinus Surgery,12,35,4.4,16.7,30.800000000000004,116.89999999999999
8420,2011/12,Northern,All Facilities,Skin Surgery,3,46,3.2,15.2,22.400000000000002,106.39999999999999
8421,2011/12,Northern,All Facilities,Skin Tumour Removal,26,215,4.0,11.7,28.0,81.89999999999999
8422,2011/12,Northern,All Facilities,Sphincterotomy,3,8,4.0,12.6,28.0,88.2
8423,2011/12,Northern,All Facilities,Spinal/Back Surgery,3,22,2.4,12.7,16.8,88.89999999999999
8424,2011/12,Northern,All Facilities,Tendon Surgery,27,72,5.3,14.8,37.1,103.60000000000001
8425,2011/12,Northern,All Facilities,Thyroidectomy,15,60,4.6,10.1,32.199999999999996,70.7
8426,2011/12,Northern,All Facilities,Tonsillectomy/Adenoidectomy,128,373,10.9,27.9,76.3,195.29999999999998
8427,2011/12,Northern,All Facilities,Tympanoplasty,6,11,13.9,20.6,97.3,144.20000000000002
8428,2011/12,Northern,All Facilities,Uterine Surgery,96,943,4.3,14.1,30.099999999999998,98.7
8429,2011/12,Northern,All Facilities,Vaginal Repair,22,77,8.7,36.7,60.89999999999999,256.90000000000003
8430,2011/12,Northern,All Facilities,Varicose Veins Ligation/Stripping,28,81,6.9,25.9,48.300000000000004,181.29999999999998
8431,2011/12,Northern,All Facilities,Vascular Bypass Graft - Non Cardiac,8,25,3.3,9.1,23.099999999999998,63.699999999999996
8432,2011/12,Northern,All Facilities,Vascular Surgery - Other,18,117,1.9,6.5,13.299999999999999,45.5
8433,2011/12,Northern,All Facilities,Wound/Laceration Care,15,116,1.7,9.1,11.9,63.699999999999996
8901,2011/12,Provincial Health Services Authority,All Facilities,All Other Procedures,65,361,4.9,20.1,34.300000000000004,140.70000000000002
8904,2011/12,Provincial Health Services Authority,All Facilities,Appendectomy,0,11,9.1,32.1,63.699999999999996,224.70000000000002
8905,2011/12,Provincial Health Services Authority,All Facilities,Biopsy in OR,13,98,0.9,6.4,6.3,44.800000000000004
8907,2011/12,Provincial Health Services Authority,All Facilities,Bowel Resection,0,5,5.9,8.3,41.300000000000004,58.10000000000001
8908,2011/12,Provincial Health Services Authority,All Facilities,Breast Biopsy,22,233,1.9,5.5,13.299999999999999,38.5
8910,2011/12,Provincial Health Services Authority,All Facilities,Breast Reduction,3,8,13.9,33.9,97.3,237.29999999999998
8911,2011/12,Provincial Health Services Authority,All Facilities,Cataract Surgery,3,20,3.1,7.7,21.7,53.9
8912,2011/12,Provincial Health Services Authority,All Facilities,Cholecystectomy,3,12,3.4,11.2,23.8,78.39999999999999
8913,2011/12,Provincial Health Services Authority,All Facilities,Colostomy/Ileostomy,0,17,2.4,16.5,16.8,115.5
8914,2011/12,Provincial Health Services Authority,All Facilities,Cone Biopsy,8,25,3.4,10.1,23.8,70.7
8915,2011/12,Provincial Health Services Authority,All Facilities,Cranial Surgery,7,86,2.4,15.6,16.8,109.2
8916,2011/12,Provincial Health Services Authority,All Facilities,CSF Drainage,6,95,0.7,1.6,4.8999999999999995,11.200000000000001
8917,2011/12,Provincial Health Services Authority,All Facilities,Cyst/Ganglion Removal,10,90,5.6,27.6,39.199999999999996,193.20000000000002
8918,2011/12,Provincial Health Services Authority,All Facilities,D&C and Related Surgery,83,329,2.7,10.7,18.900000000000002,74.89999999999999
8919,2011/12,Provincial Health Services Authority,All Facilities,Dental Surgery,245,1007,4.6,20.1,32.199999999999996,140.70000000000002
8920,2011/12,Provincial Health Services Authority,All Facilities,Examination Under Anaesthetic,47,284,4.5,20.1,31.5,140.70000000000002
8922,2011/12,Provincial Health Services Authority,All Facilities,Excision Lesion/Tumour,26,226,4.6,22.9,32.199999999999996,160.29999999999998
8923,2011/12,Provincial Health Services Authority,All Facilities,Facial Bone Reconstruction,3,13,3.7,33.6,25.900000000000002,235.20000000000002
8924,2011/12,Provincial Health Services Authority,All Facilities,Fallopian Tube/Ovarian Surgery,68,191,5.9,17.4,41.300000000000004,121.79999999999998
8925,2011/12,Provincial Health Services Authority,All Facilities,Fistula Repair - Non Vascular,8,8,7.9,18.3,55.300000000000004,128.1
8926,2011/12,Provincial Health Services Authority,All Facilities,Foreign Body Removal Surgery,0,13,1.1,3.5,7.700000000000001,24.5
8927,2011/12,Provincial Health Services Authority,All Facilities,Fracture Repair,9,43,1.0,4.1,7.0,28.699999999999996
8929,2011/12,Provincial Health Services Authority,All Facilities,Gastrostomy/Jejunostomy,9,81,3.0,11.7,21.0,81.89999999999999
8931,2011/12,Provincial Health Services Authority,All Facilities,Hernia Repair - Abdominal,47,373,7.7,43.1,53.9,301.7
8934,2011/12,Provincial Health Services Authority,All Facilities,Knee - ACL Repair,10,5,11.7,39.7,81.89999999999999,277.90000000000003
8936,2011/12,Provincial Health Services Authority,All Facilities,Knee Arthroscopy,15,14,11.4,63.8,79.8,446.59999999999997
8937,2011/12,Provincial Health Services Authority,All Facilities,Laparoscopy,33,91,5.0,18.9,35.0,132.29999999999998
8938,2011/12,Provincial Health Services Authority,All Facilities,Laparotomy,3,9,1.1,3.5,7.700000000000001,24.5
8939,2011/12,Provincial Health Services Authority,All Facilities,Lens & Vitreous (non-cataract) Surgery,3,31,1.7,4.9,11.9,34.300000000000004
8940,2011/12,Provincial Health Services Authority,All Facilities,Ligament Surgery,5,5,24.7,27.9,172.9,195.29999999999998
8943,2011/12,Provincial Health Services Authority,All Facilities,Male Reproductive Surgery,120,289,9.9,29.3,69.3,205.1
8944,2011/12,Provincial Health Services Authority,All Facilities,Mastectomy,3,44,2.0,5.5,14.0,38.5
8945,2011/12,Provincial Health Services Authority,All Facilities,Mastoidectomy,3,23,11.0,44.7,77.0,312.90000000000003
8946,2011/12,Provincial Health Services Authority,All Facilities,Myringotomy,59,254,6.7,16.0,46.9,112.0
8947,2011/12,Provincial Health Services Authority,All Facilities,Nasal Surgery,3,10,8.0,13.0,56.0,91.0
8948,2011/12,Provincial Health Services Authority,All Facilities,Nerve Surgery,3,6,1.2,16.0,8.4,112.0
