,year,h_a,hosp,prcd,waiting,comp,wait_med,wait_90,wait_median_d,wait_90_d
8793,2011/12,Northern,St. John Hospital,Rectal Surgery,3,12,5.2,9.1,36.4,63.699999999999996
8795,2011/12,Northern,St. John Hospital,Skin Tumour Removal,3,16,7.1,11.3,49.699999999999996,79.10000000000001
8797,2011/12,Northern,St. John Hospital,Tendon Surgery,5,15,6.0,12.9,42.0,90.3
8798,2011/12,Northern,St. John Hospital,Tonsillectomy/Adenoidectomy,55,96,18.9,36.3,132.29999999999998,254.09999999999997
8799,2011/12,Northern,St. John Hospital,Uterine Surgery,3,34,8.1,13.8,56.699999999999996,96.60000000000001
8801,2011/12,Northern,St. John Hospital,Varicose Veins Ligation/Stripping,5,12,9.1,12.5,63.699999999999996,87.5
8802,2011/12,Northern,St. John Hospital,Vascular Surgery - Other,3,13,1.1,2.1,7.700000000000001,14.700000000000001
8804,2011/12,Northern,The University Hospital Of Northern British Columbia,Abdominoplasty,3,5,2.9,7.9,20.3,55.300000000000004
8805,2011/12,Northern,The University Hospital Of Northern British Columbia,All Other Procedures,13,105,5.7,33.8,39.9,236.59999999999997
8807,2011/12,Northern,The University Hospital Of Northern British Columbia,Aortic Aneurysm Repair,3,28,4.3,15.0,30.099999999999998,105.0
8810,2011/12,Northern,The University Hospital Of Northern British Columbia,Biopsy in OR,3,48,2.8,20.0,19.599999999999998,140.0
8811,2011/12,Northern,The University Hospital Of Northern British Columbia,Bladder Surgery,38,184,4.5,32.5,31.5,227.5
8812,2011/12,Northern,The University Hospital Of Northern British Columbia,Bowel Resection,3,87,2.7,10.9,18.900000000000002,76.3
8813,2011/12,Northern,The University Hospital Of Northern British Columbia,Breast Biopsy,7,66,2.7,6.9,18.900000000000002,48.300000000000004
8814,2011/12,Northern,The University Hospital Of Northern British Columbia,Breast Reconstruction,5,54,4.6,23.5,32.199999999999996,164.5
8815,2011/12,Northern,The University Hospital Of Northern British Columbia,Breast Reduction,54,61,18.6,31.7,130.20000000000002,221.9
8816,2011/12,Northern,The University Hospital Of Northern British Columbia,Cataract Surgery,299,773,8.3,34.4,58.10000000000001,240.79999999999998
8817,2011/12,Northern,The University Hospital Of Northern British Columbia,Cholecystectomy,52,200,5.2,21.9,36.4,153.29999999999998
8818,2011/12,Northern,The University Hospital Of Northern British Columbia,Colostomy/Ileostomy,6,20,9.6,53.5,67.2,374.5
8819,2011/12,Northern,The University Hospital Of Northern British Columbia,Cone Biopsy,0,10,2.4,6.1,16.8,42.699999999999996
8821,2011/12,Northern,The University Hospital Of Northern British Columbia,Cyst/Ganglion Removal,13,37,6.9,27.4,48.300000000000004,191.79999999999998
8822,2011/12,Northern,The University Hospital Of Northern British Columbia,D&C and Related Surgery,11,146,6.5,19.1,45.5,133.70000000000002
8823,2011/12,Northern,The University Hospital Of Northern British Columbia,Dental Surgery,71,268,5.6,27.4,39.199999999999996,191.79999999999998
8824,2011/12,Northern,The University Hospital Of Northern British Columbia,Endarterectomy,3,19,2.6,22.1,18.2,154.70000000000002
8826,2011/12,Northern,The University Hospital Of Northern British Columbia,Examination Under Anaesthetic,9,48,3.9,20.6,27.3,144.20000000000002
8828,2011/12,Northern,The University Hospital Of Northern British Columbia,Excision Lesion/Tumour,7,29,4.1,19.4,28.699999999999996,135.79999999999998
8829,2011/12,Northern,The University Hospital Of Northern British Columbia,Facial Bone Reconstruction,3,22,3.1,6.9,21.7,48.300000000000004
8830,2011/12,Northern,The University Hospital Of Northern British Columbia,Fallopian Tube/Ovarian Surgery,10,114,10.4,22.9,72.8,160.29999999999998
8832,2011/12,Northern,The University Hospital Of Northern British Columbia,Foot/Ankle Surgery,17,28,24.5,87.7,171.5,613.9
8833,2011/12,Northern,The University Hospital Of Northern British Columbia,Foreign Body Removal Surgery,3,7,6.6,14.1,46.199999999999996,98.7
8834,2011/12,Northern,The University Hospital Of Northern British Columbia,Fracture Repair,6,20,4.6,30.0,32.199999999999996,210.0
8837,2011/12,Northern,The University Hospital Of Northern British Columbia,Hand/Wrist Surgery,14,35,6.1,38.5,42.699999999999996,269.5
8838,2011/12,Northern,The University Hospital Of Northern British Columbia,Hernia Repair - Abdominal,96,242,9.6,33.2,67.2,232.40000000000003
8839,2011/12,Northern,The University Hospital Of Northern British Columbia,Hernia Repair - Hiatal,5,8,4.0,21.5,28.0,150.5
8840,2011/12,Northern,The University Hospital Of Northern British Columbia,Hip Replacement,98,160,11.6,35.1,81.2,245.70000000000002
8841,2011/12,Northern,The University Hospital Of Northern British Columbia,Kidney/Bladder Stone Removal,18,63,4.1,20.9,28.699999999999996,146.29999999999998
8842,2011/12,Northern,The University Hospital Of Northern British Columbia,Knee - ACL Repair,37,76,15.8,57.5,110.60000000000001,402.5
8843,2011/12,Northern,The University Hospital Of Northern British Columbia,Knee - Meniscectomy,44,39,10.7,44.6,74.89999999999999,312.2
8844,2011/12,Northern,The University Hospital Of Northern British Columbia,Knee Arthroscopy,43,98,18.4,95.2,128.79999999999998,666.4
8845,2011/12,Northern,The University Hospital Of Northern British Columbia,Knee Replacement,201,304,17.1,47.7,119.70000000000002,333.90000000000003
8846,2011/12,Northern,The University Hospital Of Northern British Columbia,Laparoscopy,9,43,5.6,32.6,39.199999999999996,228.20000000000002
8847,2011/12,Northern,The University Hospital Of Northern British Columbia,Laparotomy,3,15,3.1,14.0,21.7,98.0
8848,2011/12,Northern,The University Hospital Of Northern British Columbia,Lens & Vitreous (non-cataract) Surgery,19,25,4.6,16.9,32.199999999999996,118.29999999999998
8850,2011/12,Northern,The University Hospital Of Northern British Columbia,Lipectomy,10,17,10.3,22.9,72.10000000000001,160.29999999999998
8851,2011/12,Northern,The University Hospital Of Northern British Columbia,Male Reproductive Surgery,21,72,10.6,42.2,74.2,295.40000000000003
8852,2011/12,Northern,The University Hospital Of Northern British Columbia,Mastectomy,14,100,2.0,7.3,14.0,51.1
8855,2011/12,Northern,The University Hospital Of Northern British Columbia,Nasal Surgery,27,48,5.6,17.3,39.199999999999996,121.10000000000001
8856,2011/12,Northern,The University Hospital Of Northern British Columbia,Nerve Surgery,7,28,7.6,24.9,53.199999999999996,174.29999999999998
8857,2011/12,Northern,The University Hospital Of Northern British Columbia,Oral Cavity & Pharynx Surgery,3,6,2.0,5.5,14.0,38.5
8858,2011/12,Northern,The University Hospital Of Northern British Columbia,Other Ear Surgery,0,11,10.0,19.0,70.0,133.0
8859,2011/12,Northern,The University Hospital Of Northern British Columbia,Other Eye Surgery,3,18,6.3,20.0,44.1,140.0
8860,2011/12,Northern,The University Hospital Of Northern British Columbia,Other Joint Reconstruction,25,58,17.0,46.5,119.0,325.5
8861,2011/12,Northern,The University Hospital Of Northern British Columbia,Other Orthopaedic Surgery,113,268,6.9,40.5,48.300000000000004,283.5
8862,2011/12,Northern,The University Hospital Of Northern British Columbia,Other Urology Surgery,24,167,4.9,22.6,34.300000000000004,158.20000000000002
8863,2011/12,Northern,The University Hospital Of Northern British Columbia,Parotidectomy,3,7,4.4,16.1,30.800000000000004,112.70000000000002
8864,2011/12,Northern,The University Hospital Of Northern British Columbia,Prostate Surgery,38,118,6.6,45.0,46.199999999999996,315.0
8865,2011/12,Northern,The University Hospital Of Northern British Columbia,Rectal Surgery,12,32,9.5,41.8,66.5,292.59999999999997
8866,2011/12,Northern,The University Hospital Of Northern British Columbia,Shoulder Surgery,138,212,20.0,92.4,140.0,646.8000000000001
8867,2011/12,Northern,The University Hospital Of Northern British Columbia,Sinus Surgery,12,31,5.0,17.0,35.0,119.0
8868,2011/12,Northern,The University Hospital Of Northern British Columbia,Skin Surgery,3,27,4.0,17.8,28.0,124.60000000000001
8869,2011/12,Northern,The University Hospital Of Northern British Columbia,Skin Tumour Removal,10,45,4.4,13.5,30.800000000000004,94.5
8871,2011/12,Northern,The University Hospital Of Northern British Columbia,Spinal/Back Surgery,3,19,2.0,8.3,14.0,58.10000000000001
8872,2011/12,Northern,The University Hospital Of Northern British Columbia,Tendon Surgery,18,24,5.8,19.2,40.6,134.4
8873,2011/12,Northern,The University Hospital Of Northern British Columbia,Thyroidectomy,13,46,4.6,10.9,32.199999999999996,76.3
8874,2011/12,Northern,The University Hospital Of Northern British Columbia,Tonsillectomy/Adenoidectomy,16,26,5.2,16.5,36.4,115.5
8876,2011/12,Northern,The University Hospital Of Northern British Columbia,Uterine Surgery,34,380,4.9,19.1,34.300000000000004,133.70000000000002
8877,2011/12,Northern,The University Hospital Of Northern British Columbia,Vaginal Repair,14,43,13.0,44.0,91.0,308.0
8879,2011/12,Northern,The University Hospital Of Northern British Columbia,Vascular Bypass Graft - Non Cardiac,8,24,3.4,9.2,23.8,64.39999999999999
8880,2011/12,Northern,The University Hospital Of Northern British Columbia,Vascular Surgery - Other,15,57,2.9,11.5,20.3,80.5
8881,2011/12,Northern,The University Hospital Of Northern British Columbia,Wound/Laceration Care,6,26,2.9,11.5,20.3,80.5
8885,2011/12,Northern,Wrinch Memorial Hospital,Dental Surgery,9,27,6.3,16.0,44.1,112.0
8898,2011/12,Northern,Wrinch Memorial Hospital,Tonsillectomy/Adenoidectomy,3,14,9.1,43.9,63.699999999999996,307.3
8973,2011/12,Provincial Health Services Authority,B.C. Cancer Agency,Biopsy in OR,3,30,1.1,4.2,7.700000000000001,29.400000000000002
8974,2011/12,Provincial Health Services Authority,B.C. Cancer Agency,Breast Biopsy,22,233,1.9,5.5,13.299999999999999,38.5
8975,2011/12,Provincial Health Services Authority,B.C. Cancer Agency,Cone Biopsy,3,15,3.0,5.0,21.0,35.0
8976,2011/12,Provincial Health Services Authority,B.C. Cancer Agency,D&C and Related Surgery,3,25,1.6,6.3,11.200000000000001,44.1
8977,2011/12,Provincial Health Services Authority,B.C. Cancer Agency,Examination Under Anaesthetic,3,15,1.0,3.4,7.0,23.8
8978,2011/12,Provincial Health Services Authority,B.C. Cancer Agency,Excision Lesion/Tumour,9,95,5.4,13.2,37.800000000000004,92.39999999999999
8979,2011/12,Provincial Health Services Authority,B.C. Cancer Agency,Mastectomy,3,43,1.9,4.3,13.299999999999999,30.099999999999998
8980,2011/12,Provincial Health Services Authority,B.C. Cancer Agency,Skin Tumour Removal,3,15,1.3,2.0,9.1,14.0
8981,2011/12,Provincial Health Services Authority,B.C. Cancer Agency,Vaginal Repair,3,58,3.1,8.5,21.7,59.5
8982,2011/12,Provincial Health Services Authority,B.C. Cancer Agency,Vascular Surgery - Other,0,6,0.7,12.3,4.8999999999999995,86.10000000000001
8983,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,All Other Procedures,52,301,5.1,21.7,35.699999999999996,151.9
8986,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Appendectomy,0,11,9.1,32.1,63.699999999999996,224.70000000000002
8987,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Biopsy in OR,10,65,0.9,13.0,6.3,91.0
8989,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Bowel Resection,0,5,5.9,8.3,41.300000000000004,58.10000000000001
8991,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Breast Reduction,3,8,13.9,33.9,97.3,237.29999999999998
8992,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Cataract Surgery,3,20,3.1,7.7,21.7,53.9
8993,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Cholecystectomy,3,12,3.4,11.2,23.8,78.39999999999999
8994,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Colostomy/Ileostomy,0,17,2.4,16.5,16.8,115.5
8995,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Cranial Surgery,7,86,2.4,15.6,16.8,109.2
8996,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,CSF Drainage,6,95,0.7,1.6,4.8999999999999995,11.200000000000001
8997,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Cyst/Ganglion Removal,8,78,7.1,29.0,49.699999999999996,203.0
8998,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Dental Surgery,245,1007,4.6,20.1,32.199999999999996,140.70000000000002
8999,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Examination Under Anaesthetic,46,262,5.7,20.3,39.9,142.1
9001,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Excision Lesion/Tumour,17,131,3.3,25.7,23.099999999999998,179.9
9002,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Facial Bone Reconstruction,3,13,3.7,33.6,25.900000000000002,235.20000000000002
9003,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Fistula Repair - Non Vascular,8,8,7.9,18.3,55.300000000000004,128.1
9004,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Foreign Body Removal Surgery,0,13,1.1,3.5,7.700000000000001,24.5
9005,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Fracture Repair,9,43,1.0,4.1,7.0,28.699999999999996
9007,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Gastrostomy/Jejunostomy,9,81,3.0,11.7,21.0,81.89999999999999
9009,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Hernia Repair - Abdominal,47,373,7.7,43.1,53.9,301.7
9012,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Knee - ACL Repair,10,5,11.7,39.7,81.89999999999999,277.90000000000003
9014,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Knee Arthroscopy,15,14,11.4,63.8,79.8,446.59999999999997
9015,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Laparoscopy,9,23,11.0,27.7,77.0,193.9
9016,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Laparotomy,3,9,1.1,3.5,7.700000000000001,24.5
9017,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Lens & Vitreous (non-cataract) Surgery,3,31,1.7,4.9,11.9,34.300000000000004
9018,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Ligament Surgery,5,5,24.7,27.9,172.9,195.29999999999998
9021,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Male Reproductive Surgery,120,289,9.9,29.3,69.3,205.1
9023,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Mastoidectomy,3,23,11.0,44.7,77.0,312.90000000000003
9024,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Myringotomy,59,254,6.7,16.0,46.9,112.0
9025,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Nasal Surgery,3,10,8.0,13.0,56.0,91.0
9026,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Nerve Surgery,3,6,1.2,16.0,8.4,112.0
9027,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Oral Cavity & Pharynx Surgery,21,117,6.1,21.4,42.699999999999996,149.79999999999998
9028,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Other Ear Surgery,21,116,12.1,30.8,84.7,215.6
9029,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Other Eye Surgery,122,620,4.9,19.1,34.300000000000004,133.70000000000002
9030,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Other Joint Reconstruction,6,15,2.7,28.7,18.900000000000002,200.9
9031,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Other Orthopaedic Surgery,169,483,6.0,36.8,42.0,257.59999999999997
9032,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Other Urology Surgery,165,353,6.0,26.2,42.0,183.4
9033,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Rectal Surgery,3,10,4.9,29.5,34.300000000000004,206.5
9035,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Scope of Chest,0,5,0.4,4.9,2.8000000000000003,34.300000000000004
9038,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Skin Surgery,30,177,2.0,16.7,14.0,116.89999999999999
9039,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Skin Tumour Removal,47,191,9.4,28.3,65.8,198.1
9040,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Spinal/Back Surgery,154,228,8.3,105.3,58.10000000000001,737.1
9041,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Tendon Surgery,11,40,15.6,45.6,109.2,319.2
9044,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Tonsillectomy/Adenoidectomy,56,246,12.8,22.4,89.60000000000001,156.79999999999998
9045,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Tympanoplasty,24,50,16.2,47.9,113.39999999999999,335.3
9047,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Vascular Surgery - Other,3,120,2.8,15.5,19.599999999999998,108.5
9048,2011/12,Provincial Health Services Authority,B.C. Children'S Hospital,Wound/Laceration Care,3,35,0.4,5.1,2.8000000000000003,35.699999999999996
9049,2011/12,Provincial Health Services Authority,B.C. Women'S Hospital,All Other Procedures,13,60,3.3,8.5,23.099999999999998,59.5
9052,2011/12,Provincial Health Services Authority,B.C. Women'S Hospital,Cone Biopsy,7,10,7.1,12.5,49.699999999999996,87.5
9053,2011/12,Provincial Health Services Authority,B.C. Women'S Hospital,Cyst/Ganglion Removal,3,12,2.0,13.1,14.0,91.7
9054,2011/12,Provincial Health Services Authority,B.C. Women'S Hospital,D&C and Related Surgery,81,304,2.7,11.0,18.900000000000002,77.0
9055,2011/12,Provincial Health Services Authority,B.C. Women'S Hospital,Examination Under Anaesthetic,0,7,3.7,7.9,25.900000000000002,55.300000000000004
9056,2011/12,Provincial Health Services Authority,B.C. Women'S Hospital,Fallopian Tube/Ovarian Surgery,68,191,5.9,17.4,41.300000000000004,121.79999999999998
9057,2011/12,Provincial Health Services Authority,B.C. Women'S Hospital,Laparoscopy,24,68,5.0,15.6,35.0,109.2
9060,2011/12,Provincial Health Services Authority,B.C. Women'S Hospital,Skin Tumour Removal,3,5,2.6,4.7,18.2,32.9
9061,2011/12,Provincial Health Services Authority,B.C. Women'S Hospital,Uterine Surgery,250,959,5.6,14.7,39.199999999999996,102.89999999999999
9062,2011/12,Provincial Health Services Authority,B.C. Women'S Hospital,Vaginal Repair,10,15,4.0,9.1,28.0,63.699999999999996
9148,2011/12,Vancouver Coastal,Lions Gate Hospital,All Other Procedures,20,87,1.9,11.2,13.299999999999999,78.39999999999999
9151,2011/12,Vancouver Coastal,Lions Gate Hospital,Biopsy in OR,3,101,1.0,4.0,7.0,28.0
9152,2011/12,Vancouver Coastal,Lions Gate Hospital,Bladder Surgery,41,320,3.0,24.3,21.0,170.1
9153,2011/12,Vancouver Coastal,Lions Gate Hospital,Bowel Resection,9,114,1.9,4.8,13.299999999999999,33.6
9154,2011/12,Vancouver Coastal,Lions Gate Hospital,Breast Reconstruction,13,26,6.3,50.0,44.1,350.0
9155,2011/12,Vancouver Coastal,Lions Gate Hospital,Breast Reduction,72,85,9.9,51.9,69.3,363.3
9156,2011/12,Vancouver Coastal,Lions Gate Hospital,Cataract Surgery,640,3075,8.7,17.7,60.89999999999999,123.89999999999999
9157,2011/12,Vancouver Coastal,Lions Gate Hospital,Cholecystectomy,44,202,4.1,19.1,28.699999999999996,133.70000000000002
9158,2011/12,Vancouver Coastal,Lions Gate Hospital,Colostomy/Ileostomy,6,24,4.4,13.1,30.800000000000004,91.7
9159,2011/12,Vancouver Coastal,Lions Gate Hospital,Cone Biopsy,3,10,6.1,14.2,42.699999999999996,99.39999999999999
9160,2011/12,Vancouver Coastal,Lions Gate Hospital,Cranial Surgery,3,67,0.4,5.6,2.8000000000000003,39.199999999999996
9161,2011/12,Vancouver Coastal,Lions Gate Hospital,CSF Drainage,0,13,1.3,2.7,9.1,18.900000000000002
9162,2011/12,Vancouver Coastal,Lions Gate Hospital,Cyst/Ganglion Removal,18,83,5.3,27.2,37.1,190.4
9163,2011/12,Vancouver Coastal,Lions Gate Hospital,D&C and Related Surgery,35,297,3.1,10.0,21.7,70.0
9164,2011/12,Vancouver Coastal,Lions Gate Hospital,Endarterectomy,0,8,3.6,6.4,25.2,44.800000000000004
9165,2011/12,Vancouver Coastal,Lions Gate Hospital,Examination Under Anaesthetic,3,7,7.6,18.5,53.199999999999996,129.5
9166,2011/12,Vancouver Coastal,Lions Gate Hospital,Excision Gynecomastia,3,8,4.5,18.1,31.5,126.70000000000002
9167,2011/12,Vancouver Coastal,Lions Gate Hospital,Excision Lesion/Tumour,13,42,5.2,19.6,36.4,137.20000000000002
9168,2011/12,Vancouver Coastal,Lions Gate Hospital,Fallopian Tube/Ovarian Surgery,37,71,7.6,20.3,53.199999999999996,142.1
9169,2011/12,Vancouver Coastal,Lions Gate Hospital,Foot/Ankle Surgery,18,55,16.7,26.1,116.89999999999999,182.70000000000002
9171,2011/12,Vancouver Coastal,Lions Gate Hospital,Fracture Repair,5,69,0.6,10.6,4.2,74.2
9173,2011/12,Vancouver Coastal,Lions Gate Hospital,Hand/Wrist Surgery,9,12,9.7,26.4,67.89999999999999,184.79999999999998
9174,2011/12,Vancouver Coastal,Lions Gate Hospital,Hernia Repair - Abdominal,116,596,6.9,31.7,48.300000000000004,221.9
9175,2011/12,Vancouver Coastal,Lions Gate Hospital,Hip Replacement,186,290,19.2,29.2,134.4,204.4
9176,2011/12,Vancouver Coastal,Lions Gate Hospital,Kidney/Bladder Stone Removal,3,19,3.1,10.1,21.7,70.7
9177,2011/12,Vancouver Coastal,Lions Gate Hospital,Knee - ACL Repair,37,83,10.7,27.2,74.89999999999999,190.4
9178,2011/12,Vancouver Coastal,Lions Gate Hospital,Knee - Meniscectomy,88,337,10.4,26.0,72.8,182.0
9179,2011/12,Vancouver Coastal,Lions Gate Hospital,Knee Arthroscopy,3,9,6.9,16.9,48.300000000000004,118.29999999999998
9180,2011/12,Vancouver Coastal,Lions Gate Hospital,Knee Replacement,271,447,23.0,32.0,161.0,224.0
9181,2011/12,Vancouver Coastal,Lions Gate Hospital,Laparoscopy,17,128,5.6,15.1,39.199999999999996,105.7
9185,2011/12,Vancouver Coastal,Lions Gate Hospital,Male Reproductive Surgery,15,62,8.1,36.5,56.699999999999996,255.5
9186,2011/12,Vancouver Coastal,Lions Gate Hospital,Mastectomy,27,318,1.5,3.5,10.5,24.5
9187,2011/12,Vancouver Coastal,Lions Gate Hospital,Mastoidectomy,3,21,1.7,19.1,11.9,133.70000000000002
9188,2011/12,Vancouver Coastal,Lions Gate Hospital,Myringotomy,17,49,2.9,9.8,20.3,68.60000000000001
9189,2011/12,Vancouver Coastal,Lions Gate Hospital,Nasal Surgery,80,124,6.9,20.8,48.300000000000004,145.6
9190,2011/12,Vancouver Coastal,Lions Gate Hospital,Nerve Surgery,9,28,1.7,12.7,11.9,88.89999999999999
9193,2011/12,Vancouver Coastal,Lions Gate Hospital,Other Eye Surgery,13,8,2.9,28.4,20.3,198.79999999999998
9194,2011/12,Vancouver Coastal,Lions Gate Hospital,Other Joint Reconstruction,3,18,7.6,14.7,53.199999999999996,102.89999999999999
9195,2011/12,Vancouver Coastal,Lions Gate Hospital,Other Orthopaedic Surgery,65,254,6.1,21.0,42.699999999999996,147.0
9196,2011/12,Vancouver Coastal,Lions Gate Hospital,Other Urology Surgery,24,180,3.0,14.0,21.0,98.0
9197,2011/12,Vancouver Coastal,Lions Gate Hospital,Parotidectomy,0,7,4.9,11.1,34.300000000000004,77.7
9198,2011/12,Vancouver Coastal,Lions Gate Hospital,Prostate Surgery,40,158,5.0,18.9,35.0,132.29999999999998
9199,2011/12,Vancouver Coastal,Lions Gate Hospital,Rectal Surgery,31,93,6.7,42.1,46.9,294.7
9200,2011/12,Vancouver Coastal,Lions Gate Hospital,Shoulder Surgery,48,168,7.1,22.0,49.699999999999996,154.0
9201,2011/12,Vancouver Coastal,Lions Gate Hospital,Sinus Surgery,32,26,12.6,25.4,88.2,177.79999999999998
9202,2011/12,Vancouver Coastal,Lions Gate Hospital,Skin Surgery,14,40,8.6,26.5,60.199999999999996,185.5
9203,2011/12,Vancouver Coastal,Lions Gate Hospital,Skin Tumour Removal,18,56,3.6,35.4,25.2,247.79999999999998
9204,2011/12,Vancouver Coastal,Lions Gate Hospital,Sphincterotomy,7,12,4.9,35.5,34.300000000000004,248.5
9205,2011/12,Vancouver Coastal,Lions Gate Hospital,Spinal/Back Surgery,111,783,2.0,13.0,14.0,91.0
9206,2011/12,Vancouver Coastal,Lions Gate Hospital,Tendon Surgery,3,24,1.1,19.9,7.700000000000001,139.29999999999998
9207,2011/12,Vancouver Coastal,Lions Gate Hospital,Thyroidectomy,8,48,3.8,12.0,26.599999999999998,84.0
9208,2011/12,Vancouver Coastal,Lions Gate Hospital,Tonsillectomy/Adenoidectomy,39,150,5.9,17.2,41.300000000000004,120.39999999999999
9209,2011/12,Vancouver Coastal,Lions Gate Hospital,Tympanoplasty,15,36,3.5,25.8,24.5,180.6
9210,2011/12,Vancouver Coastal,Lions Gate Hospital,Uterine Surgery,84,426,6.1,18.4,42.699999999999996,128.79999999999998
9211,2011/12,Vancouver Coastal,Lions Gate Hospital,Vaginal Repair,15,54,8.4,30.2,58.800000000000004,211.4
9212,2011/12,Vancouver Coastal,Lions Gate Hospital,Varicose Veins Ligation/Stripping,36,76,29.4,52.5,205.79999999999998,367.5
9213,2011/12,Vancouver Coastal,Lions Gate Hospital,Vascular Bypass Graft - Non Cardiac,3,14,3.4,6.7,23.8,46.9
9214,2011/12,Vancouver Coastal,Lions Gate Hospital,Vascular Surgery - Other,0,11,0.6,1.7,4.2,11.9
9215,2011/12,Vancouver Coastal,Lions Gate Hospital,Wound/Laceration Care,3,17,1.0,16.8,7.0,117.60000000000001
9216,2011/12,Vancouver Coastal,Mount Saint Joseph Hospital,Abdominoplasty,7,6,11.1,40.6,77.7,284.2
9217,2011/12,Vancouver Coastal,Mount Saint Joseph Hospital,All Other Procedures,25,114,4.1,8.0,28.699999999999996,56.0
9220,2011/12,Vancouver Coastal,Mount Saint Joseph Hospital,Biopsy in OR,26,198,5.1,8.6,35.699999999999996,60.199999999999996
9221,2011/12,Vancouver Coastal,Mount Saint Joseph Hospital,Bladder Surgery,18,98,4.5,9.6,31.5,67.2
9222,2011/12,Vancouver Coastal,Mount Saint Joseph Hospital,Bowel Resection,3,67,2.1,4.9,14.700000000000001,34.300000000000004
9223,2011/12,Vancouver Coastal,Mount Saint Joseph Hospital,Breast Biopsy,46,286,2.7,6.7,18.900000000000002,46.9
9224,2011/12,Vancouver Coastal,Mount Saint Joseph Hospital,Breast Reconstruction,46,99,2.4,41.9,16.8,293.3
9225,2011/12,Vancouver Coastal,Mount Saint Joseph Hospital,Breast Reduction,150,111,16.6,48.6,116.20000000000002,340.2
9226,2011/12,Vancouver Coastal,Mount Saint Joseph Hospital,Cataract Surgery,603,5515,3.0,10.0,21.0,70.0
9227,2011/12,Vancouver Coastal,Mount Saint Joseph Hospital,Cholecystectomy,27,201,4.9,11.6,34.300000000000004,81.2
9229,2011/12,Vancouver Coastal,Mount Saint Joseph Hospital,Cyst/Ganglion Removal,27,65,4.3,12.1,30.099999999999998,84.7
9230,2011/12,Vancouver Coastal,Mount Saint Joseph Hospital,Dental Surgery,3,7,4.0,5.3,28.0,37.1
9231,2011/12,Vancouver Coastal,Mount Saint Joseph Hospital,Examination Under Anaesthetic,12,11,4.0,8.0,28.0,56.0
9232,2011/12,Vancouver Coastal,Mount Saint Joseph Hospital,Excision Gynecomastia,6,13,8.1,15.3,56.699999999999996,107.10000000000001
9233,2011/12,Vancouver Coastal,Mount Saint Joseph Hospital,Excision Lesion/Tumour,25,33,5.0,32.5,35.0,227.5
9234,2011/12,Vancouver Coastal,Mount Saint Joseph Hospital,Facial Bone Reconstruction,5,46,2.7,4.4,18.900000000000002,30.800000000000004
9236,2011/12,Vancouver Coastal,Mount Saint Joseph Hospital,Foot/Ankle Surgery,3,22,2.3,4.4,16.099999999999998,30.800000000000004
